AÑO;MES;CLASE;DESCRIPCIÓN CLASE;CATEGORÍA;DESCRIPCIÓN CATEGORÍA;DEPARTAMENTO;UBIGEO;NÚMERO DE ESTABLECIMIENTO;NÚMERO DE HABITACIONES;NÚMERO DE PLAZAS-CAMA;TNOH EN EL MES(%);TNOC EN EL MES(%);PROM PERMANENCIA(DÍAS);PROM PERMANENCIA - NAC (DÍAS);PROM PERMANENCIA - EXT (DÍAS);TOTAL DE ARRIBOS EN EL MES;TOTAL DE ARRIBOS MES - NAC;TOTAL DE ARRIBOS MES - EXT;TOTAL PERNOCT MES;TOTAL PERNOCT MES - NAC (DÍAS);TOTAL PERNOCT MES - EXT (DÍAS);TOTAL EMPLEO EN EL MES
2021;01;01;HOTEL;01;1 ESTRELLA;ÁNCASH;020000;11;288;456;12,9;7,59;1;1;0;1073;1073;0;1073;1073;0;48
2021;01;01;HOTEL;01;1 ESTRELLA;APURÍMAC;030000;2;80;115;19,48;15,71;1;1;0;560;560;0;560;560;0;9
2021;01;01;HOTEL;01;1 ESTRELLA;AYACUCHO;050000;8;200;345;11,74;11,99;2,13;2,13;0;601;601;0;1282;1282;0;35
2021;01;01;HOTEL;01;1 ESTRELLA;CALLAO;070000;1;37;74;0;0;0;0;0;0;0;0;0;0;0;0
2021;01;01;HOTEL;02;2 ESTRELLAS;AMAZONAS;010000;27;668;1087;26,45;20,87;1,46;1,45;2,19;4818;4781;37;7034;6953;81;104
2021;01;01;HOTEL;02;2 ESTRELLAS;ÁNCASH;020000;38;1049;1948;23,06;18,43;1,18;1,18;1,11;9461;9389;72;11127;11047;80;175
2021;01;01;HOTEL;02;2 ESTRELLAS;APURÍMAC;030000;4;180;311;9,32;6,72;1,22;1,23;1;529;528;1;648;647;1;15
2021;01;01;HOTEL;02;2 ESTRELLAS;AYACUCHO;050000;7;218;377;18,25;20,21;1,84;1,85;1,06;1287;1270;17;2362;2344;18;34
2021;01;01;HOTEL;02;2 ESTRELLAS;CALLAO;070000;1;40;67;1,61;1,49;1;1;1;31;27;4;31;27;4;3
2021;01;01;HOTEL;02;2 ESTRELLAS;LORETO;160000;15;381;618;15,58;16,56;2,11;2,1;2,32;1503;1450;53;3173;3050;123;62
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;AREQUIPA;040000;1132;10167;16988;19,29;14,71;1,46;1,46;1,64;52894;52231;663;77459;76371;1088;1274
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;AREQUIPA;040000;1132;10167;16988;19,29;14,71;1,46;1,46;1,64;52894;52231;663;77459;76371;1088;1274
2021;01;01;HOTEL;01;1 ESTRELLA;AREQUIPA;040000;3;105;145;0;0;0;0;0;0;0;0;0;0;0;0
2021;01;01;HOTEL;02;2 ESTRELLAS;AREQUIPA;040000;40;1145;2020;21,31;16,92;1,84;1,84;1,38;5761;5737;24;10594;10561;33;181
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;CAJAMARCA;060000;575;5809;9003;14,66;12,57;1,3;1,3;1;26970;26951;19;35072;35053;19;1023
2021;01;01;HOTEL;01;1 ESTRELLA;CAJAMARCA;060000;6;170;284;7;5,55;1,06;1,06;0;461;461;0;489;489;0;25
2021;01;01;HOTEL;02;2 ESTRELLAS;CAJAMARCA;060000;35;1602;2120;11,52;9,74;1,16;1,16;1,13;5536;5498;38;6398;6355;43;156
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;CUSCO;080000;1663;16541;29936;14,79;11,4;1,41;1,38;1,85;75279;70894;4385;105795;97682;8113;3000
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;CUSCO;080000;1663;16541;29936;14,79;11,4;1,41;1,38;1,85;75279;70894;4385;105795;97682;8113;3000
2021;01;01;HOTEL;01;1 ESTRELLA;CUSCO;080000;5;127;225;7,47;7,37;1,27;1,27;0;405;405;0;514;514;0;20
2021;01;01;HOTEL;02;2 ESTRELLAS;CUSCO;080000;43;1074;1881;8,35;7,25;1,46;1,43;2,11;2891;2742;149;4227;3912;315;250
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;HUANCAVELICA;090000;173;2032;3185;11,86;10,05;1,13;1,12;1,29;8816;8788;28;9922;9886;36;252
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;HUANCAVELICA;090000;173;2032;3185;11,86;10,05;1,13;1,12;1,29;8816;8788;28;9922;9886;36;252
2021;01;01;HOTEL;02;2 ESTRELLAS;HUANCAVELICA;090000;2;42;73;11,44;10,61;1,41;1,41;0;170;170;0;240;240;0;9
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;HUÁNUCO;100000;458;5333;7860;17,71;16,08;1,14;1,14;1,1;34391;34283;108;39183;39064;119;719
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;HUÁNUCO;100000;458;5333;7860;17,71;16,08;1,14;1,14;1,1;34391;34283;108;39183;39064;119;719
2021;01;01;HOTEL;01;1 ESTRELLA;HUÁNUCO;100000;8;239;353;19,19;22,15;1;1;0;2424;2424;0;2424;2424;0;38
2021;01;01;HOTEL;02;2 ESTRELLAS;HUÁNUCO;100000;39;1196;1883;18,84;15,65;1,14;1,14;1;8039;8009;30;9137;9107;30;187
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;ICA;110000;680;7947;13844;17,9;13,62;1,25;1,25;1,26;46879;45356;1523;58473;56547;1926;1336
2021;01;01;HOTEL;01;1 ESTRELLA;ICA;110000;5;102;130;0;0;0;0;0;0;0;0;0;0;0;0
2021;01;01;HOTEL;02;2 ESTRELLAS;ICA;110000;50;1351;2342;20,9;16,75;2,01;2,01;1,25;6063;6006;57;12164;12093;71;224
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;JUNÍN;120000;1200;13146;21237;13,3;10,11;1,21;1,21;1,28;55035;54868;167;66573;66360;213;1699
2021;01;01;HOTEL;02;2 ESTRELLAS;JUNÍN;120000;25;767;1344;22,86;16,4;1,57;1,56;1,8;4358;4297;61;6834;6724;110;120
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LA LIBERTAD;130000;773;6681;11179;19,23;15,04;1,15;1,15;1,14;45350;45143;207;52137;51902;235;732
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LAMBAYEQUE;140000;339;3694;5344;25,32;18,34;1,02;1,02;1,11;29642;29263;379;30380;29961;419;655
2021;01;01;HOTEL;01;1 ESTRELLA;LAMBAYEQUE;140000;3;103;149;0;0;0;0;0;0;0;0;0;0;0;0
2021;01;01;HOTEL;02;2 ESTRELLAS;LAMBAYEQUE;140000;71;2001;3030;17,47;13,32;1,14;1,14;1,27;10994;10945;49;12510;12448;62;301
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LIMA;150000;5771;50810;87911;23,08;21,31;1,18;1,18;1,23;2222980;2187077;35904;2623382;2579373;44009;33965
2021;01;01;HOTEL;01;1 ESTRELLA;LIMA;150000;10;526;867;41,9;47,39;1,24;1,24;1,1;11938;11913;25;14800;14773;28;110
2021;01;01;HOTEL;02;2 ESTRELLAS;LIMA;150000;112;4718;8507;30,23;28,12;1,35;1,34;1,52;62585;61653;933;84297;82882;1415;784
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LORETO;160000;661;6368;9936;16,51;15,41;1,61;1,53;2,31;29473;26605;2868;47466;40831;6635;748
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LORETO;160000;661;6368;9936;16,51;15,41;1,61;1,53;2,31;29473;26605;2868;47466;40831;6635;748
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;MADRE DE DIOS;170000;270;3696;5958;22,3;19,09;1,16;1,16;1,63;30270;29885;385;35253;34625;628;479
2021;01;01;HOTEL;01;1 ESTRELLA;MADRE DE DIOS;170000;4;157;236;13,19;12,62;1,07;1,07;1;863;855;8;923;915;8;25
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;MOQUEGUA;180000;162;1555;2624;11,16;7,84;1,31;1,31;1;4877;4823;54;6381;6327;54;202
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;MOQUEGUA;180000;162;1555;2624;11,16;7,84;1,31;1,31;1;4877;4823;54;6381;6327;54;202
2021;01;01;HOTEL;01;1 ESTRELLA;MOQUEGUA;180000;1;21;42;13,52;14,67;1,57;1,57;0;122;122;0;191;191;0;4
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;PASCO;190000;260;2874;4453;13,94;15,21;1,34;1,34;1;15618;15614;4;20997;20993;4;407
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;PIURA;200000;945;9935;18088;29,8;25,6;1,68;1,65;2,17;85658;81953;3705;143538;135508;8030;1875
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;PIURA;200000;945;9935;18088;29,8;25,6;1,68;1,65;2,17;85658;81953;3705;143538;135508;8030;1875
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;PUNO;210000;686;6506;11073;17,99;14,37;1,15;1,16;1,08;42784;40409;2375;49311;46740;2571;1172
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;PUNO;210000;686;6506;11073;17,99;14,37;1,15;1,16;1,08;42784;40409;2375;49311;46740;2571;1172
2021;01;01;HOTEL;01;1 ESTRELLA;PUNO;210000;5;135;233;11,54;9,8;1,72;1,72;0;412;412;0;708;708;0;17
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;SAN MARTÍN;220000;689;8197;12736;24,76;19,96;1,21;1,21;1,38;65211;64866;345;78801;78325;476;1094
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;SAN MARTÍN;220000;689;8197;12736;24,76;19,96;1,21;1,21;1,38;65211;64866;345;78801;78325;476;1094
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;TACNA;230000;393;3770;6817;16,29;8,94;1,26;1,26;1;15005;14783;222;18897;18675;222;662
2021;01;01;HOTEL;01;1 ESTRELLA;TACNA;230000;2;57;112;3,74;2,88;1,2;1,21;1;83;81;2;100;98;2;5
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;TUMBES;240000;204;2151;4232;19,91;17,41;1,63;1,64;1,29;14049;13659;390;22842;22340;502;350
2021;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;UCAYALI;250000;439;4921;7593;21,99;19,29;1,87;1,86;1,96;24339;23797;542;45412;44348;1064;887
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;UCAYALI;250000;439;4921;7593;21,99;19,29;1,87;1,86;1,96;24339;23797;542;45412;44348;1064;887
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;APURÍMAC;030000;460;4233;6546;12,93;9,78;1,16;1,16;1,21;17051;16990;61;19837;19763;74;452
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;CAJAMARCA;060000;575;5809;9003;14,66;12,57;1,3;1,3;1;26970;26951;19;35072;35053;19;1023
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;ICA;110000;680;7947;13844;17,9;13,62;1,25;1,25;1,26;46879;45356;1523;58473;56547;1926;1336
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;JUNÍN;120000;1200;13146;21237;13,3;10,11;1,21;1,21;1,28;55035;54868;167;66573;66360;213;1699
2021;01;01;HOTEL;01;1 ESTRELLA;JUNÍN;120000;5;201;376;8,92;5,17;1,25;1,25;0;482;482;0;603;603;0;22
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LA LIBERTAD;130000;773;6681;11179;19,23;15,04;1,15;1,15;1,14;45350;45143;207;52137;51902;235;732
2021;01;01;HOTEL;01;1 ESTRELLA;LA LIBERTAD;130000;2;46;88;0;0;0;0;0;0;0;0;0;0;0;0
2021;01;01;HOTEL;02;2 ESTRELLAS;LA LIBERTAD;130000;21;589;958;45,45;43,41;2,58;2,58;2,36;4995;4962;33;12893;12815;78;97
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LAMBAYEQUE;140000;339;3694;5344;25,32;18,34;1,02;1,02;1,11;29642;29263;379;30380;29961;419;655
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LIMA;150000;5771;50810;87911;23,08;21,31;1,18;1,18;1,23;2222980;2187077;35904;2623382;2579373;44009;33965
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;MADRE DE DIOS;170000;270;3696;5958;22,3;19,09;1,16;1,16;1,63;30270;29885;385;35253;34625;628;479
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;PASCO;190000;260;2874;4453;13,94;15,21;1,34;1,34;1;15618;15614;4;20997;20993;4;407
2021;01;01;HOTEL;01;1 ESTRELLA;PASCO;190000;6;168;272;26,57;20,55;1,11;1,11;0;1556;1556;0;1733;1733;0;31
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;TACNA;230000;393;3770;6817;16,29;8,94;1,26;1,26;1;15005;14783;222;18897;18675;222;662
2021;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;TUMBES;240000;204;2151;4232;19,91;17,41;1,63;1,64;1,29;14049;13659;390;22842;22340;502;350
2021;01;01;HOTEL;01;1 ESTRELLA;PIURA;200000;2;40;87;0;0;0;0;0;0;0;0;0;0;0;0
2021;01;01;HOTEL;01;1 ESTRELLA;SAN MARTÍN;220000;6;124;189;21,46;36,87;1,67;1,67;1,53;1295;1278;17;2160;2134;26;18
2021;01;01;HOTEL;02;2 ESTRELLAS;MADRE DE DIOS;170000;6;174;299;30,46;23,2;1,23;1,21;1,86;1754;1719;35;2150;2085;65;24
2021;01;01;HOTEL;02;2 ESTRELLAS;MOQUEGUA;180000;14;467;776;18,96;13,37;2,51;2,01;3,64;1280;887;393;3216;1784;1432;64
2021;01;01;HOTEL;02;2 ESTRELLAS;PASCO;190000;5;131;229;36,15;36,37;1,3;1,3;0;1991;1991;0;2582;2582;0;30
2021;01;01;HOTEL;02;2 ESTRELLAS;PIURA;200000;20;494;830;20,98;18,32;2,36;2,36;5,5;1996;1992;4;4715;4693;22;90
2021;01;01;HOTEL;02;2 ESTRELLAS;PUNO;210000;20;494;889;10,93;9,22;1,34;1,34;1,75;1890;1862;28;2540;2491;49;69
2021;01;01;HOTEL;02;2 ESTRELLAS;SAN MARTÍN;220000;27;742;1228;32,75;29,49;1,8;1,8;1,81;6226;6126;100;11225;11044;181;131
2021;01;01;HOTEL;02;2 ESTRELLAS;TACNA;230000;29;858;1729;12,91;9,58;1,9;1,9;1,85;2705;2658;47;5133;5046;87;150
2021;01;01;HOTEL;02;2 ESTRELLAS;TUMBES;240000;7;208;411;14,24;15,1;2,07;2,08;1,33;931;916;15;1924;1904;20;39
2021;01;01;HOTEL;02;2 ESTRELLAS;UCAYALI;250000;2;48;65;0;0;0;0;0;0;0;0;0;0;0;0
2021;01;01;HOTEL;03;3 ESTRELLAS;AMAZONAS;010000;14;321;533;23,11;20,45;1,51;1,5;1,68;2245;2201;44;3379;3305;74;65
2021;01;01;HOTEL;03;3 ESTRELLAS;ÁNCASH;020000;38;1329;2330;21,18;15,92;1,4;1,39;2,01;8217;8128;89;11497;11318;179;265
2021;01;01;HOTEL;03;3 ESTRELLAS;APURÍMAC;030000;3;98;172;39,8;27,93;1,7;1,68;1,92;875;799;76;1489;1343;146;20
2021;01;01;HOTEL;03;3 ESTRELLAS;AREQUIPA;040000;62;1836;3412;31,07;20,7;2,69;2,68;2,88;8152;7987;165;21898;21422;476;478
2021;01;01;HOTEL;03;3 ESTRELLAS;AYACUCHO;050000;7;233;442;19,2;16,78;3,29;3,24;4,63;698;671;27;2299;2174;125;78
2021;01;01;HOTEL;03;3 ESTRELLAS;CAJAMARCA;060000;59;1849;3116;17,24;11,72;1,92;1,92;1,31;5906;5877;29;11322;11284;38;374
2021;01;01;HOTEL;03;3 ESTRELLAS;CALLAO;070000;4;233;436;15,59;13,67;1,25;1,17;1,77;1481;1289;192;1848;1508;340;44
2021;01;01;HOTEL;03;3 ESTRELLAS;CUSCO;080000;62;2231;4214;15,19;10,39;1,78;1,78;1,77;7607;6961;646;13567;12424;1143;503
2021;01;01;HOTEL;03;3 ESTRELLAS;HUANCAVELICA;090000;1;42;68;5,38;3,32;1;1;0;70;70;0;70;70;0;7
2021;01;01;HOTEL;03;3 ESTRELLAS;HUÁNUCO;100000;13;532;973;22,19;21,83;1,66;1,66;1,76;3957;3928;29;6584;6533;51;120
2021;01;01;HOTEL;03;3 ESTRELLAS;ICA;110000;49;1784;3683;33,36;28,26;2,26;2,28;1,76;14272;13852;420;32269;31531;738;396
2021;01;01;HOTEL;03;3 ESTRELLAS;JUNÍN;120000;19;729;1366;18,84;10,78;2,31;2,33;1,42;1975;1939;36;4563;4512;51;164
2021;01;01;HOTEL;03;3 ESTRELLAS;LA LIBERTAD;130000;83;2344;4471;24,67;17,41;1,72;1,71;1,84;14065;13638;427;24127;23341;786;521
2021;01;01;HOTEL;03;3 ESTRELLAS;LAMBAYEQUE;140000;37;1256;2115;16,93;12,72;1,55;1,52;3,06;5373;5275;98;8342;8042;300;233
2021;01;01;HOTEL;03;3 ESTRELLAS;LIMA;150000;144;7275;13751;26,82;21,91;1,87;1,84;2,37;49906;46830;3076;93418;86122;7296;1469
2021;01;01;HOTEL;03;3 ESTRELLAS;LORETO;160000;22;690;1193;20,36;14,92;2,63;2,62;2,82;2101;2014;87;5519;5274;245;144
2021;01;01;HOTEL;03;3 ESTRELLAS;MADRE DE DIOS;170000;5;188;341;19,84;15,15;1,85;1,8;2,95;865;828;37;1602;1493;109;51
2021;01;01;HOTEL;03;3 ESTRELLAS;MOQUEGUA;180000;10;322;585;56,31;34,24;2,2;2,2;2,33;2824;2812;12;6209;6181;28;64
2021;01;01;HOTEL;03;3 ESTRELLAS;PASCO;190000;4;119;237;47,09;39,62;1,34;1,34;0;2180;2180;0;2911;2911;0;19
2021;01;01;HOTEL;03;3 ESTRELLAS;PIURA;200000;16;614;1097;20,88;19,11;1,91;1,88;2,82;3400;3286;114;6498;6177;321;153
2021;01;01;HOTEL;03;3 ESTRELLAS;PUNO;210000;20;690;1247;14,84;10,34;2,09;2,03;3,28;1909;1815;94;3997;3689;308;143
2021;01;01;HOTEL;03;3 ESTRELLAS;SAN MARTÍN;220000;21;729;1241;40,23;37,95;2,41;2,39;3,64;6057;5977;80;14599;14308;291;167
2021;01;01;HOTEL;03;3 ESTRELLAS;TACNA;230000;12;430;905;18,09;9,24;1,91;1,91;0;1357;1357;0;2592;2592;0;108
2021;01;01;HOTEL;03;3 ESTRELLAS;TUMBES;240000;8;234;464;5,45;6,02;1;1;1;866;862;4;866;862;4;48
2021;01;01;HOTEL;03;3 ESTRELLAS;UCAYALI;250000;15;569;933;20,73;16,03;2,34;2,35;2,22;1981;1846;135;4635;4335;300;131
2021;01;01;HOTEL;04;4 ESTRELLAS;AREQUIPA;040000;9;422;808;40,11;26,15;2,81;2,8;3,05;2329;2247;82;6551;6301;250;129
2021;01;01;HOTEL;04;4 ESTRELLAS;CAJAMARCA;060000;3;173;311;19,8;17,45;1,84;1,84;1,91;914;879;35;1682;1615;67;66
2021;01;01;HOTEL;04;4 ESTRELLAS;CALLAO;070000;2;371;599;24,55;24,51;1,59;1,72;1,43;2867;1555;1312;4551;2676;1875;109
2021;01;01;HOTEL;04;4 ESTRELLAS;CUSCO;080000;9;795;1513;22,98;17,45;1,81;1,67;2,89;4518;3987;531;8184;6648;1536;193
2021;01;01;HOTEL;04;4 ESTRELLAS;HUÁNUCO;100000;1;52;90;19,48;14,37;1,44;1,44;0;278;278;0;401;401;0;20
2021;01;01;HOTEL;04;4 ESTRELLAS;ICA;110000;6;585;1160;46,89;32,51;3,84;3,86;2,85;3047;2967;80;11692;11464;228;150
2021;01;01;HOTEL;04;4 ESTRELLAS;JUNÍN;120000;1;40;66;57,34;34,75;5,78;5,78;0;123;123;0;711;711;0;19
2021;01;01;HOTEL;04;4 ESTRELLAS;LA LIBERTAD;130000;3;207;328;43,21;29,95;2,93;3,1;1,49;1039;928;111;3045;2880;165;27
2021;01;01;HOTEL;04;4 ESTRELLAS;LAMBAYEQUE;140000;3;306;516;28,16;27,19;1,34;1,33;1,6;3235;3111;124;4350;4152;198;172
2021;01;01;HOTEL;04;4 ESTRELLAS;LIMA;150000;38;3582;6420;30,36;21,05;2,15;2,1;2,5;19476;17181;2295;41885;36145;5740;1300
2021;01;01;HOTEL;04;4 ESTRELLAS;MOQUEGUA;180000;2;123;232;51,51;31,37;2,34;2,27;4,62;966;940;26;2256;2136;120;37
2021;01;01;HOTEL;04;4 ESTRELLAS;PIURA;200000;3;296;591;27,13;21,44;2,24;2,22;2,53;1752;1625;127;3928;3607;321;53
2021;01;01;HOTEL;04;4 ESTRELLAS;PUNO;210000;6;373;707;24,85;15,45;2,5;2,52;2,02;1356;1308;48;3387;3290;97;75
2021;01;01;HOTEL;04;4 ESTRELLAS;SAN MARTÍN;220000;1;50;108;75,87;70,28;1,59;1,58;2;1482;1455;27;2353;2299;54;48
2021;01;01;HOTEL;04;4 ESTRELLAS;TACNA;230000;1;150;300;26,04;17,17;2,21;2,21;2;724;707;17;1597;1563;34;21
2021;01;01;HOTEL;04;4 ESTRELLAS;TUMBES;240000;5;265;520;9,18;15,6;1,86;1,82;2,58;1352;1286;66;2514;2344;170;72
2021;01;01;HOTEL;04;4 ESTRELLAS;UCAYALI;250000;5;289;508;28,51;26,42;2,53;2,54;2,35;1646;1530;116;4161;3888;273;75
2021;01;01;HOTEL;05;5 ESTRELLAS;AREQUIPA;040000;3;241;346;51,51;41,23;2,43;2,27;5,41;1817;1724;93;4422;3919;503;120
2021;01;01;HOTEL;05;5 ESTRELLAS;CUSCO;080000;10;996;1910;11,69;11,48;2,23;2,32;1,91;3052;2333;719;6795;5422;1373;538
2021;01;01;HOTEL;05;5 ESTRELLAS;ICA;110000;3;345;796;72,73;59,67;2,63;2,62;2,66;5609;5309;300;14724;13927;797;310
2021;01;01;HOTEL;05;5 ESTRELLAS;LA LIBERTAD;130000;1;120;240;47,23;42,49;1,81;1,78;2,33;1748;1648;100;3161;2928;233;55
2021;01;01;HOTEL;05;5 ESTRELLAS;LIMA;150000;20;3694;6719;46,54;29,37;2,59;2,52;2,99;23629;20215;3414;61183;50973;10210;1953
2021;01;01;HOTEL;05;5 ESTRELLAS;LORETO;160000;1;60;122;41,99;39,58;2,18;2,21;2;686;598;88;1497;1321;176;24
2021;01;01;HOTEL;05;5 ESTRELLAS;PIURA;200000;1;83;168;50,14;42,45;2,39;1,99;4,87;926;799;127;2211;1593;618;47
2021;01;01;HOTEL;05;5 ESTRELLAS;PUNO;210000;1;123;231;69,55;54,77;1,88;1,88;0;2082;2082;0;3922;3922;0;45
2021;01;01;HOTEL;05;5 ESTRELLAS;UCAYALI;250000;2;165;306;16,01;12,87;3,16;3,14;3,46;386;358;28;1221;1124;97;16
2021;01;01;HOTEL;TT;TODAS CONSOLIDADAS;AMAZONAS;010000;42;1009;1655;24,86;20,3;1,47;1,47;1,91;7063;6982;81;10413;10258;155;169
2021;01;01;HOTEL;TT;TODAS CONSOLIDADAS;ÁNCASH;020000;87;2666;4734;21,02;16,15;1,26;1,26;1,61;18751;18590;161;23697;23438;259;488
2021;01;01;HOTEL;TT;TODAS CONSOLIDADAS;APURÍMAC;030000;9;358;598;19,93;14,55;1,37;1,35;1,91;1964;1887;77;2697;2550;147;44
2021;01;01;HOTEL;TT;TODAS CONSOLIDADAS;AYACUCHO;050000;22;651;1164;16,59;16,47;2,3;2,28;3,25;2586;2542;44;5943;5800;143;147
2021;01;01;HOTEL;TT;TODAS CONSOLIDADAS;CAJAMARCA;060000;103;3794;5831;14,48;11;1,55;1,55;1,45;12817;12715;102;19891;19743;148;621
2021;01;01;HOTEL;TT;TODAS CONSOLIDADAS;CALLAO;070000;8;681;1176;19,89;18,82;1,47;1,47;1,47;5005;3281;1723;7349;4813;2536;178
2021;01;01;HOTEL;TT;TODAS CONSOLIDADAS;CUSCO;080000;129;5223;9743;14,11;11,02;1,8;1,76;2,14;18473;16428;2045;33287;28920;4367;1504
2021;01;01;HOTEL;TT;TODAS CONSOLIDADAS;HUANCAVELICA;090000;3;84;141;8,41;7,09;1,29;1,29;0;240;240;0;310;310;0;16
2021;01;01;HOTEL;TT;TODAS CONSOLIDADAS;HUÁNUCO;100000;61;2019;3299;19,78;18,13;1,26;1,26;1,37;14698;14639;59;18546;18465;81;365
2021;01;01;HOTEL;TT;TODAS CONSOLIDADAS;ICA;110000;113;4167;8111;33,66;28,18;2,44;2,45;2,14;28991;28134;857;70849;69015;1834;1080
2021;01;01;HOTEL;TT;TODAS CONSOLIDADAS;JUNÍN;120000;50;1737;3152;20,35;13,01;1,83;1,83;1,66;6938;6841;97;12711;12550;161;325
2021;01;01;HOTEL;TT;TODAS CONSOLIDADAS;LA LIBERTAD;130000;110;3306;6085;30,01;22,92;1,98;1,98;1,88;21847;21176;671;43226;41964;1262;700
2021;01;01;HOTEL;TT;TODAS CONSOLIDADAS;LAMBAYEQUE;140000;114;3666;5810;17,68;13,99;1,29;1,27;2,07;19602;19331;271;25202;24642;560;706
