AÑO;MES;CLASE;DESCRIPCIÓN CLASE;CATEGORÍA;DESCRIPCIÓN CATEGORÍA;DEPARTAMENTO;UBIGEO;NÚMERO DE ESTABLECIMIENTO;NÚMERO DE HABITACIONES;NÚMERO DE PLAZAS-CAMA;TNOH EN EL MES(%);TNOC EN EL MES(%);PROM PERMANENCIA(DÍAS);PROM PERMANENCIA - NAC (DÍAS);PROM PERMANENCIA - EXT (DÍAS);TOTAL DE ARRIBOS EN EL MES;TOTAL DE ARRIBOS MES - NAC;TOTAL DE ARRIBOS MES - EXT;TOTAL PERNOCT MES;TOTAL PERNOCT MES - NAC (DÍAS);TOTAL PERNOCT MES - EXT (DÍAS);TOTAL EMPLEO EN EL MES
2020;01;01;HOTEL;01;1 ESTRELLA;MOQUEGUA;180000;1;20;41;0;0;0;0;0;0;0;0;0;0;0;0
2020;01;01;HOTEL;01;1 ESTRELLA;PASCO;190000;3;78;151;10,01;15,12;3,29;3,29;0;215;215;0;708;708;0;11
2020;01;01;HOTEL;01;1 ESTRELLA;PUNO;210000;5;125;222;18,4;18,86;1,27;1,28;1;1021;995;26;1298;1272;26;13
2020;01;01;HOTEL;02;2 ESTRELLAS;LAMBAYEQUE;140000;68;1929;2942;22,59;18,96;1,18;1,17;1,97;14655;14464;191;17288;16911;377;299
2020;01;01;HOTEL;02;2 ESTRELLAS;PUNO;210000;27;692;1266;14,32;11,82;1,29;1,3;1,24;3586;3259;327;4639;4234;405;96
2020;01;01;HOTEL;02;2 ESTRELLAS;TUMBES;240000;6;216;436;21,79;24,8;1,74;1,73;1,8;1922;1428;494;3352;2465;887;55
2020;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;CAJAMARCA;060000;646;6788;10654;14,64;12,19;1,17;1,17;1,14;34387;33949;438;40246;39746;500;1192
2020;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;CUSCO;080000;1955;19265;35623;20,4;17,73;1,53;1,34;1,77;128095;71969;56126;195750;96267;99483;3900
2020;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;HUÁNUCO;100000;490;5623;8330;28,01;24,51;1,34;1,34;1,17;47293;47174;119;63286;63147;139;963
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;HUÁNUCO;100000;490;5623;8330;28,01;24,51;1,34;1,34;1,17;47293;47174;119;63286;63147;139;963
2020;01;01;HOTEL;01;1 ESTRELLA;HUÁNUCO;100000;10;291;434;25,11;20,83;1,05;1,05;0;2679;2679;0;2802;2802;0;41
2020;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;ICA;110000;720;8526;14828;22,9;18,77;1,14;1,14;1,1;75796;68337;7459;86258;78079;8179;1523
2020;01;01;HOTEL;01;1 ESTRELLA;ICA;110000;5;113;167;11,65;8,07;1,08;1,08;1;386;378;8;418;410;8;17
2020;01;01;HOTEL;02;2 ESTRELLAS;ICA;110000;53;1463;2561;24,88;21,55;1,26;1,25;1,59;13614;13256;358;17111;16540;571;243
2020;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;JUNÍN;120000;1316;14107;23000;20,63;16,74;1,13;1,13;1,17;105222;104769;453;119356;118824;532;2404
2020;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;MOQUEGUA;180000;195;2035;3503;23,9;20;1,42;1,42;1,41;15288;14582;706;21718;20723;995;379
2020;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;PUNO;210000;806;7614;13197;28,33;21,28;1,11;1,1;1,2;78475;72804;5671;87048;80243;6805;1459
2020;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;UCAYALI;250000;475;5420;8247;27,31;22,85;2,09;2,1;1,95;27921;27030;891;58426;56690;1736;970
2020;01;01;HOTEL;03;3 ESTRELLAS;ÁNCASH;020000;39;1340;2383;14,39;11,28;1,4;1,38;1,68;5952;5634;318;8330;7796;534;288
2020;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LA LIBERTAD;130000;832;7289;12133;42,38;36,65;1,13;1,11;1,57;122145;117707;4438;137843;130866;6977;1347
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;CUSCO;080000;1955;19265;35623;20,4;17,73;1,53;1,34;1,77;128095;71969;56126;195750;96267;99483;3900
2020;01;01;HOTEL;01;1 ESTRELLA;LA LIBERTAD;130000;2;40;69;42,82;35,3;1;1;1;755;727;28;755;727;28;5
2020;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LIMA;150000;6145;54115;94446;34,29;32,41;1,32;1,29;2,02;3212800;3068173;144627;4238388;3945654;292734;51700
2020;01;01;HOTEL;01;1 ESTRELLA;LIMA;150000;6;246;454;25,61;28,51;1;1;0;3738;3738;0;3738;3738;0;24
2020;01;01;HOTEL;02;2 ESTRELLAS;LIMA;150000;104;4375;8060;42,92;38,39;1,33;1,32;1,91;81907;79872;2035;108977;105096;3881;893
2020;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LORETO;160000;731;7303;11463;20,92;17,07;1,43;1,62;1,21;42394;23098;19296;60642;37373;23269;1376
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LORETO;160000;731;7303;11463;20,92;17,07;1,43;1,62;1,21;42394;23098;19296;60642;37373;23269;1376
2020;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;MADRE DE DIOS;170000;323;4680;7685;21,98;17,28;1,21;1,15;1,67;34078;30097;3981;41177;34531;6646;854
2020;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;PASCO;190000;302;3679;5652;18,3;15,28;1,2;1,2;1,4;22225;22157;68;26778;26683;95;666
2020;01;01;HOTEL;02;2 ESTRELLAS;JUNÍN;120000;27;823;1478;17,58;13,16;1,32;1,31;1,5;4582;4538;44;6030;5964;66;126
2020;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;PIURA;200000;998;10596;19423;33,47;27,7;1,41;1,34;2,22;117877;108397;9480;166759;145724;21035;2070
2020;01;01;HOTEL;01;1 ESTRELLA;PIURA;200000;2;53;84;20,51;12,79;1,06;1,07;1,05;313;292;21;333;311;22;9
2020;01;01;HOTEL;02;2 ESTRELLAS;PIURA;200000;20;493;844;30,73;24,98;1,85;1,85;1,77;3537;3357;180;6537;6218;319;92
2020;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;SAN MARTÍN;220000;812;9433;14945;31,85;28,85;1,26;1,25;1,78;106446;104351;2095;133674;129939;3735;1631
2020;01;01;HOTEL;02;2 ESTRELLAS;SAN MARTÍN;220000;25;701;1160;28,7;26,52;1,79;1,79;1,97;5312;5140;172;9535;9197;338;138
2020;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;TACNA;230000;449;4457;8085;12,73;10,78;1,28;1,28;1,31;21068;16982;4086;27024;21682;5342;577
2020;01;01;HOTEL;01;1 ESTRELLA;TACNA;230000;2;57;112;18,9;15,61;1,63;1,6;1,93;332;302;30;542;484;58;5
2020;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;TUMBES;240000;219;2510;4971;23,03;19,84;1,47;1,39;1,72;20816;15777;5039;30580;21914;8666;469
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;AMAZONAS;010000;251;2525;4049;22,73;16,22;1,12;1,11;1,19;18243;17655;588;20362;19662;700;430
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;ÁNCASH;020000;660;6665;11533;23,64;17,71;1,29;1,28;1,59;48960;47405;1555;63335;60861;2474;1137
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LAMBAYEQUE;140000;397;4171;6168;28,37;20,04;1,07;1,07;1,16;35943;35486;457;38327;37797;530;770
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;PUNO;210000;806;7614;13197;28,33;21,28;1,11;1,1;1,2;78475;72804;5671;87048;80243;6805;1459
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;APURÍMAC;030000;514;4773;7375;32,56;26,91;1,16;1,16;1,13;53214;52913;301;61532;61191;341;887
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;AREQUIPA;040000;1289;11437;19414;21,61;20,3;1,31;1,23;1,75;93525;80658;12867;122152;99572;22580;2157
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;CAJAMARCA;060000;646;6788;10654;14,64;12,19;1,17;1,17;1,14;34387;33949;438;40246;39746;500;1192
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;CALLAO;070000;271;3980;7394;41,77;39,13;1,05;1,04;1,14;148005;134372;13633;155383;139836;15547;1261
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;JUNÍN;120000;1316;14107;23000;20,63;16,74;1,13;1,13;1,17;105222;104769;453;119356;118824;532;2404
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;PASCO;190000;302;3679;5652;18,3;15,28;1,2;1,2;1,4;22225;22157;68;26778;26683;95;666
2020;01;01;HOTEL;01;1 ESTRELLA;LAMBAYEQUE;140000;4;122;184;14,12;12,25;1,32;1,31;1,71;531;524;7;699;687;12;17
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;HUANCAVELICA;090000;201;2353;3639;17,53;14,8;1,13;1,13;0;14759;14759;0;16692;16692;0;396
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;ICA;110000;720;8526;14828;22,9;18,77;1,14;1,14;1,1;75796;68337;7459;86258;78079;8179;1523
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LA LIBERTAD;130000;832;7289;12133;42,38;36,65;1,13;1,11;1,57;122145;117707;4438;137843;130866;6977;1347
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LIMA;150000;6145;54115;94446;34,29;32,41;1,32;1,29;2,02;3212800;3068173;144627;4238388;3945654;292734;51700
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;MADRE DE DIOS;170000;323;4680;7685;21,98;17,28;1,21;1,15;1,67;34078;30097;3981;41177;34531;6646;854
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;MOQUEGUA;180000;195;2035;3503;23,9;20;1,42;1,42;1,41;15288;14582;706;21718;20723;995;379
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;TUMBES;240000;219;2510;4971;23,03;19,84;1,47;1,39;1,72;20816;15777;5039;30580;21914;8666;469
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;UCAYALI;250000;475;5420;8247;27,31;22,85;2,09;2,1;1,95;27921;27030;891;58426;56690;1736;970
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;PIURA;200000;998;10596;19423;33,47;27,7;1,41;1,34;2,22;117877;108397;9480;166759;145724;21035;2070
2020;01;01;HOTEL;02;2 ESTRELLAS;MADRE DE DIOS;170000;3;92;183;13,6;10,1;1,58;1,69;1,13;363;293;70;573;494;79;16
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;SAN MARTÍN;220000;812;9433;14945;31,85;28,85;1,26;1,25;1,78;106446;104351;2095;133674;129939;3735;1631
2020;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;TACNA;230000;449;4457;8085;12,73;10,78;1,28;1,28;1,31;21068;16982;4086;27024;21682;5342;577
2020;01;01;HOTEL;01;1 ESTRELLA;ÁNCASH;020000;5;170;267;19,87;17,24;1,45;1,42;2,14;983;946;37;1427;1348;79;16
2020;01;01;HOTEL;01;1 ESTRELLA;CAJAMARCA;060000;6;177;286;8,11;6,43;1,27;1,27;0;450;450;0;570;570;0;26
2020;01;01;HOTEL;01;1 ESTRELLA;CUSCO;080000;7;172;337;20,05;15,11;1,18;1,1;1,33;1341;883;458;1579;970;609;26
2020;01;01;HOTEL;01;1 ESTRELLA;JUNÍN;120000;7;265;535;11,86;7,96;1,25;1,25;0;1058;1058;0;1320;1320;0;25
2020;01;01;HOTEL;02;2 ESTRELLAS;HUANCAVELICA;090000;2;42;73;20,66;26,25;1,47;1,47;0;404;404;0;594;594;0;11
2020;01;01;HOTEL;01;1 ESTRELLA;MADRE DE DIOS;170000;1;22;40;12,76;10;1,13;1,13;0;110;110;0;124;124;0;3
2020;01;01;HOTEL;02;2 ESTRELLAS;CAJAMARCA;060000;38;1057;1689;17,25;13,21;1,25;1,25;1,14;5528;5470;58;6919;6853;66;165
2020;01;01;HOTEL;01;1 ESTRELLA;SAN MARTÍN;220000;6;126;180;35,15;38,3;1,32;1,32;1,52;1617;1584;33;2137;2087;50;25
2020;01;01;HOTEL;02;2 ESTRELLAS;ÁNCASH;020000;39;1057;1945;24,17;21,03;1,25;1,24;1,32;10184;10061;123;12680;12518;162;169
2020;01;01;HOTEL;02;2 ESTRELLAS;MOQUEGUA;180000;15;382;623;26,75;20,17;1,77;1,73;2,01;2199;1872;327;3896;3239;657;76
2020;01;01;HOTEL;02;2 ESTRELLAS;PASCO;190000;3;79;135;16,13;9,56;1;1;0;400;400;0;400;400;0;10
2020;01;01;HOTEL;02;2 ESTRELLAS;UCAYALI;250000;2;51;81;0;0;0;0;0;0;0;0;0;0;0;0
2020;01;01;HOTEL;02;2 ESTRELLAS;CUSCO;080000;54;1328;2505;23,42;20,72;1,53;1,46;1,56;10537;3687;6850;16088;5382;10706;466
2020;01;01;HOTEL;02;2 ESTRELLAS;HUÁNUCO;100000;41;1279;2030;26,13;22,77;1,16;1,16;1;12379;12342;37;14329;14292;37;214
2020;01;01;HOTEL;02;2 ESTRELLAS;LA LIBERTAD;130000;22;614;1120;38,38;26,62;1,07;1,07;1;8624;8578;46;9242;9196;46;103
2020;01;01;HOTEL;02;2 ESTRELLAS;LORETO;160000;15;372;597;23,4;22,96;2;2,03;1,88;2127;1684;443;4250;3417;833;61
2020;01;01;HOTEL;02;2 ESTRELLAS;TACNA;230000;36;984;2011;17,67;12,53;1,5;1,53;1,47;5220;2323;2897;7810;3544;4266;170
2020;01;01;HOTEL;03;3 ESTRELLAS;AYACUCHO;050000;6;220;427;21,28;16,32;1,87;1,96;1,44;1154;956;198;2160;1875;285;86
2020;01;01;HOTEL;03;3 ESTRELLAS;CALLAO;070000;3;160;288;29,42;19,89;1,43;1,21;1,61;1243;565;678;1776;683;1093;54
2020;01;01;HOTEL;03;3 ESTRELLAS;CUSCO;080000;78;2939;5748;30,71;28,7;1,78;1,89;1,76;28727;4507;24220;51132;8498;42634;1084
2020;01;01;HOTEL;03;3 ESTRELLAS;HUANCAVELICA;090000;2;65;108;7,54;7,08;1,38;1,36;2;172;168;4;237;229;8;18
2020;01;01;HOTEL;03;3 ESTRELLAS;HUÁNUCO;100000;13;532;974;20,69;16,15;1,63;1,64;1,57;2982;2907;75;4875;4757;118;152
2020;01;01;HOTEL;03;3 ESTRELLAS;ICA;110000;50;1785;3516;41,24;35,68;1,57;1,6;1,46;24761;19191;5570;38888;30736;8152;486
2020;01;01;HOTEL;03;3 ESTRELLAS;JUNÍN;120000;22;813;1556;18,43;12,28;1,58;1,52;2,52;3749;3524;225;5922;5354;568;239
2020;01;01;HOTEL;03;3 ESTRELLAS;LA LIBERTAD;130000;87;2525;4876;24,45;19,42;1,52;1,51;1,76;19249;17848;1401;29353;26891;2462;602
2020;01;01;HOTEL;03;3 ESTRELLAS;LAMBAYEQUE;140000;38;1273;2196;26,59;20;1,53;1,5;2,16;8899;8467;432;13612;12679;933;319
2020;01;01;HOTEL;03;3 ESTRELLAS;LIMA;150000;149;7403;14049;40,36;35,19;1,86;1,63;2,23;82381;50535;31846;153251;82263;70988;2148
2020;01;01;HOTEL;03;3 ESTRELLAS;PASCO;190000;5;137;239;45,16;24,92;1,15;1,15;0;1601;1601;0;1846;1846;0;27
2020;01;01;HOTEL;03;3 ESTRELLAS;PIURA;200000;12;405;704;38,07;32,47;1,56;1,42;2,44;4547;3934;613;7087;5590;1497;126
2020;01;01;HOTEL;03;3 ESTRELLAS;PUNO;210000;29;948;1834;23,88;21,18;1,49;1,55;1,46;8106;2278;5828;12044;3529;8515;260
2020;01;01;HOTEL;03;3 ESTRELLAS;TUMBES;240000;8;247;491;9;9,94;1,2;1,2;1,19;1264;486;778;1513;584;929;40
2020;01;01;HOTEL;03;3 ESTRELLAS;UCAYALI;250000;17;609;999;21,06;17,41;2,12;2,15;1,96;2538;2229;309;5392;4785;607;184
2020;01;01;HOTEL;04;4 ESTRELLAS;AREQUIPA;040000;10;471;926;24,93;22,62;1,88;1,88;1,87;3459;1631;1828;6493;3066;3427;219
2020;01;01;HOTEL;04;4 ESTRELLAS;CAJAMARCA;060000;4;214;368;30,34;29,59;1,9;1,86;2,12;1775;1501;274;3376;2794;582;221
2020;01;01;HOTEL;04;4 ESTRELLAS;CALLAO;070000;2;371;632;96,38;86,87;1,36;1,41;1,35;12556;1829;10727;17019;2585;14434;219
2020;01;01;HOTEL;04;4 ESTRELLAS;CUSCO;080000;14;1122;2179;44,16;43,04;1,95;1,68;2;14887;2133;12754;29075;3574;25501;705
2020;01;01;HOTEL;04;4 ESTRELLAS;HUÁNUCO;100000;1;52;90;30,52;23,26;1,72;1,67;2,11;378;341;37;649;571;78;25
2020;01;01;HOTEL;04;4 ESTRELLAS;ICA;110000;7;765;1570;42,68;48,09;1,86;1,95;1,64;12593;9009;3584;23406;17546;5860;418
2020;01;01;HOTEL;04;4 ESTRELLAS;JUNÍN;120000;1;40;66;10,65;13;1,52;1,55;1;175;165;10;266;256;10;19
2020;01;01;HOTEL;04;4 ESTRELLAS;LA LIBERTAD;130000;3;207;322;38,29;40,65;1,82;1,69;2,26;2224;1704;520;4058;2881;1177;89
2020;01;01;HOTEL;04;4 ESTRELLAS;LIMA;150000;42;4070;7177;44,12;36,32;1,92;1,47;2,19;42141;15967;26174;80799;23498;57301;2283
2020;01;01;HOTEL;04;4 ESTRELLAS;LORETO;160000;2;99;167;30,47;24,18;1,79;1,79;2,25;700;696;4;1252;1243;9;48
2020;01;01;HOTEL;04;4 ESTRELLAS;MOQUEGUA;180000;2;123;232;45,21;30,19;1,76;1,66;2,01;1233;882;351;2171;1465;706;33
2020;01;01;HOTEL;04;4 ESTRELLAS;PIURA;200000;2;181;340;57,24;48,77;1,88;1,82;2,08;2738;2096;642;5140;3805;1335;135
2020;01;01;HOTEL;04;4 ESTRELLAS;SAN MARTÍN;220000;1;50;108;28,84;23,75;1,78;1,74;3,33;447;435;12;795;755;40;35
2020;01;01;HOTEL;04;4 ESTRELLAS;TACNA;230000;1;150;300;63,63;65,05;1,99;1,84;2,04;3033;756;2277;6050;1394;4656;75
2020;01;01;HOTEL;04;4 ESTRELLAS;TUMBES;240000;5;261;507;56,37;56,34;1,95;1,98;1,82;4537;3722;815;8855;7375;1480;138
2020;01;01;HOTEL;05;5 ESTRELLAS;AREQUIPA;040000;3;241;352;32,22;34,21;1,94;1,94;1,94;1921;981;940;3733;1905;1828;182
2020;01;01;HOTEL;05;5 ESTRELLAS;CUSCO;080000;14;1246;2446;39,43;36,94;1,66;1,76;1,65;16831;1674;15157;28012;2951;25061;1481
2020;01;01;HOTEL;05;5 ESTRELLAS;ICA;110000;2;225;556;62,35;50,88;1,89;1,87;1,96;4628;3439;1189;8770;6445;2325;155
2020;01;01;HOTEL;05;5 ESTRELLAS;LA LIBERTAD;130000;2;267;534;38,69;33,5;1,88;1,79;2,31;2951;2429;522;5546;4341;1205;186
2020;01;01;HOTEL;05;5 ESTRELLAS;LIMA;150000;22;3855;6935;48,16;37,09;2,28;1,72;2,42;34910;6577;28333;79736;11287;68449;3770
2020;01;01;HOTEL;05;5 ESTRELLAS;LORETO;160000;1;60;88;62,37;67,41;1,79;1,99;1,69;1025;349;676;1839;695;1144;41
2020;01;01;HOTEL;05;5 ESTRELLAS;PIURA;200000;1;83;143;68,4;61,34;2,04;1,55;3,23;1333;946;387;2719;1470;1249;52
2020;01;01;HOTEL;05;5 ESTRELLAS;PUNO;210000;1;123;235;30,26;30,13;1,9;2,39;1,85;1157;92;1065;2195;220;1975;83
2020;01;01;HOTEL;05;5 ESTRELLAS;UCAYALI;250000;2;162;297;31,76;26,6;2,62;2,58;2,91;935;831;104;2449;2146;303;82
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;AMAZONAS;010000;53;1380;2316;25,26;21,94;1,38;1,37;1,58;11433;10817;616;15752;14780;972;258
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;ÁNCASH;020000;83;2567;4595;18,78;15,75;1,31;1,3;1,62;17119;16641;478;22437;21662;775;473
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;APURÍMAC;030000;10;385;641;19,61;15,63;1,31;1,32;1,14;2365;2233;132;3106;2956;150;50
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;AYACUCHO;050000;23;718;1309;21,26;16,3;1,75;1,77;1,43;3786;3517;269;6613;6228;385;170
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;CUSCO;080000;167;6807;13215;32,83;30,73;1,74;1,66;1,76;72323;12884;59439;125886;21375;104511;3762
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;HUANCAVELICA;090000;4;107;181;12,69;14,81;1,44;1,44;2;576;572;4;831;823;8;29
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;HUÁNUCO;100000;65;2154;3528;24,76;20,71;1,23;1,23;1,56;18418;18269;149;22655;22422;233;432
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;ICA;110000;117;4351;8370;36,31;34,14;1,58;1,58;1,58;55982;45273;10709;88593;71677;16916;1319
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;JUNÍN;120000;57;1941;3635;17,01;12,01;1,42;1,39;2,31;9564;9285;279;13538;12894;644;409
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;LA LIBERTAD;130000;116;3653;6921;28,82;22,82;1,45;1,41;1,95;33803;31286;2517;48954;44036;4918;985
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;LAMBAYEQUE;140000;115;3705;5937;26,71;22,65;1,34;1,31;1,94;31182;29722;1460;41695;38868;2827;970
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;LIMA;150000;323;19949;36675;43,19;36,23;1,84;1,5;2,27;243762;136555;107207;448674;204853;243821;10588
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;LORETO;160000;44;1352;2252;29,01;26,4;2,08;2,13;1,93;8881;6514;2367;18432;13870;4562;370
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;MADRE DE DIOS;170000;7;251;480;28,36;22,99;1,59;1,71;1,33;2156;1473;683;3421;2514;907;68
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;PASCO;190000;11;294;525;28,03;18,15;1,33;1,33;0;2216;2216;0;2954;2954;0;48
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;PIURA;200000;37;1215;2115;39,26;33,27;1,75;1,64;2,4;12468;10625;1843;21816;17394;4422;414
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;PUNO;210000;69;2335;4400;21,51;19,69;1,5;1,45;1,53;17900;7295;10605;26859;10595;16264;638
2020;01;01;HOTEL;TT;TODAS CONSOLIDADAS;UCAYALI;250000;26;1110;1883;24,37;21,23;2,31;2,3;2,33;5374;4674;700;12394;10761;1633;408
2020;01;02;APART HOTEL;03;3 ESTRELLAS;ÁNCASH;020000;2;16;44;27,42;27,2;2,44;2,18;3,44;152;120;32;371;261;110;4
