AÑO;MES;CLASE;DESCRIPCIÓN CLASE;CATEGORÍA;DESCRIPCIÓN CATEGORÍA;DEPARTAMENTO;UBIGEO;NÚMERO DE ESTABLECIMIENTO;NÚMERO DE HABITACIONES;NÚMERO DE PLAZAS-CAMA;TNOH EN EL MES(%);TNOC EN EL MES(%);PROM PERMANENCIA(DÍAS);PROM PERMANENCIA - NAC (DÍAS);PROM PERMANENCIA - EXT (DÍAS);TOTAL DE ARRIBOS EN EL MES;TOTAL DE ARRIBOS MES - NAC;TOTAL DE ARRIBOS MES - EXT;TOTAL PERNOCT MES;TOTAL PERNOCT MES - NAC (DÍAS);TOTAL PERNOCT MES - EXT (DÍAS);TOTAL EMPLEO EN EL MES
2023;01;01;HOTEL;01;1 ESTRELLA;ÁNCASH;020000;16;471;745;21,7;19,57;1,17;1,17;1,28;3847;3807;40;4519;4468;51;67
2023;01;01;HOTEL;01;1 ESTRELLA;APURÍMAC;030000;1;41;56;0;0;0;0;0;0;0;0;0;0;0;0
2023;01;01;HOTEL;01;1 ESTRELLA;PIURA;200000;2;40;77;5;13,95;1,27;1,27;0;263;263;0;333;333;0;6
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;AREQUIPA;040000;1187;10476;17714;12,59;10,47;1,44;1,42;1,59;39967;34955;5012;57519;49530;7989;1307
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;AREQUIPA;040000;1187;10476;17714;12,59;10,47;1,44;1,42;1,59;39967;34955;5012;57519;49530;7989;1307
2023;01;01;HOTEL;01;1 ESTRELLA;AREQUIPA;040000;6;209;336;9,92;6,54;1,42;1,42;1,5;478;468;10;681;666;15;35
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;AYACUCHO;050000;582;5525;8845;33,64;23,85;1,04;1,04;1;62861;62838;23;65405;65382;23;947
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;AYACUCHO;050000;582;5525;8845;33,64;23,85;1,04;1,04;1;62861;62838;23;65405;65382;23;947
2023;01;01;HOTEL;01;1 ESTRELLA;AYACUCHO;050000;8;201;355;7,27;4,86;1,41;1,41;0;379;379;0;535;535;0;34
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;CAJAMARCA;060000;663;6118;9688;10,13;8,09;1,3;1,31;1,27;18621;18566;55;24300;24230;70;687
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;CAJAMARCA;060000;663;6118;9688;10,13;8,09;1,3;1,31;1,27;18621;18566;55;24300;24230;70;687
2023;01;01;HOTEL;01;1 ESTRELLA;CAJAMARCA;060000;4;111;191;11,39;8,55;1,08;1,08;0;467;467;0;506;506;0;18
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;CALLAO;070000;256;3601;6737;34,47;32,23;1,01;1,01;1,08;118284;116948;1336;119714;118272;1442;1018
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;CALLAO;070000;256;3601;6737;34,47;32,23;1,01;1,01;1,08;118284;116948;1336;119714;118272;1442;1018
2023;01;01;HOTEL;01;1 ESTRELLA;CALLAO;070000;1;34;68;0;0;0;0;0;0;0;0;0;0;0;0
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;CUSCO;080000;1891;18492;32864;9,92;7,96;1,47;1,25;1,93;55222;37369;17853;81082;46563;34519;3509
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;HUANCAVELICA;090000;216;2429;3774;14,39;11,97;1,12;1,12;1;12512;12508;4;14005;14001;4;425
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;HUANCAVELICA;090000;216;2429;3774;14,39;11,97;1,12;1,12;1;12512;12508;4;14005;14001;4;425
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;HUÁNUCO;100000;484;5490;8126;16,02;13,89;1,13;1,13;1,1;30930;30785;145;34981;34821;160;696
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;HUÁNUCO;100000;484;5490;8126;16,02;13,89;1,13;1,13;1,1;30930;30785;145;34981;34821;160;696
2023;01;01;HOTEL;01;1 ESTRELLA;HUÁNUCO;100000;8;241;369;25,89;17,49;1,24;1,24;0;1620;1620;0;2001;2001;0;32
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;ICA;110000;741;7809;13267;20;17,28;1,49;1,49;1,47;47753;43600;4153;71063;64969;6094;1453
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;ICA;110000;741;7809;13267;20;17,28;1,49;1,49;1,47;47753;43600;4153;71063;64969;6094;1453
2023;01;01;HOTEL;01;1 ESTRELLA;ICA;110000;5;108;134;0;0;0;0;0;0;0;0;0;0;0;0
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;JUNÍN;120000;1419;14803;23960;16,09;13,47;1,23;1,23;1,45;81581;81211;370;100079;99542;537;2640
2023;01;01;HOTEL;01;1 ESTRELLA;JUNÍN;120000;6;232;436;17,03;11,9;1,41;1,41;0;1144;1144;0;1608;1608;0;22
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LA LIBERTAD;130000;905;6990;11688;13,84;10,66;1,06;1,05;1,31;36604;35718;886;38624;37459;1165;533
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LA LIBERTAD;130000;905;6990;11688;13,84;10,66;1,06;1,05;1,31;36604;35718;886;38624;37459;1165;533
2023;01;01;HOTEL;01;1 ESTRELLA;LA LIBERTAD;130000;5;116;201;25,81;17,81;1;1;1;1110;1082;28;1110;1082;28;20
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LAMBAYEQUE;140000;404;4059;5904;16,88;14,09;1,02;1,02;1,07;25292;25032;260;25796;25518;278;498
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LIMA;150000;6697;53797;93106;23,67;20,94;1,13;1,13;1,23;2585852;2510457;75395;2925509;2832777;92732;36996
2023;01;01;HOTEL;01;1 ESTRELLA;LIMA;150000;12;428;752;42,54;40,44;1,09;1,09;1,33;8324;8240;84;9076;8964;112;64
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LORETO;160000;762;6729;10529;15,61;12,42;1,86;1,84;1,91;21843;16960;4883;40534;31222;9312;760
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;MADRE DE DIOS;170000;308;4189;6920;12,01;9,9;1,2;1,18;1,56;17673;16606;1067;21230;19570;1660;562
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;MADRE DE DIOS;170000;308;4189;6920;12,01;9,9;1,2;1,18;1,56;17673;16606;1067;21230;19570;1660;562
2023;01;01;HOTEL;01;1 ESTRELLA;MADRE DE DIOS;170000;5;137;240;9,58;7,49;1;1;1;557;525;32;557;525;32;23
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;MOQUEGUA;180000;172;1825;3153;12,76;9,2;1,23;1,23;1,09;7334;7279;55;8994;8934;60;252
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;MOQUEGUA;180000;172;1825;3153;12,76;9,2;1,23;1,23;1,09;7334;7279;55;8994;8934;60;252
2023;01;01;HOTEL;01;1 ESTRELLA;MOQUEGUA;180000;1;21;42;3,53;2,15;1,22;1,23;1;23;22;1;28;27;1;4
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;PASCO;190000;346;3718;5788;17,68;13,1;1,18;1,18;1,2;19868;19706;162;23500;23305;195;667
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;PIURA;200000;1073;10368;18836;38,72;31,94;1,71;1,65;2,42;109319;101295;8024;186520;167062;19458;2059
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;PIURA;200000;1073;10368;18836;38,72;31,94;1,71;1,65;2,42;109319;101295;8024;186520;167062;19458;2059
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;PUNO;210000;722;6538;11059;11,35;9,65;1,11;1,1;1,12;29918;28660;1258;33072;31669;1403;1121
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;PUNO;210000;722;6538;11059;11,35;9,65;1,11;1,1;1,12;29918;28660;1258;33072;31669;1403;1121
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;TACNA;230000;395;3729;6705;8,37;7,27;1,19;1,15;1,31;12677;9655;3022;15109;11144;3965;451
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;TUMBES;240000;238;2326;4439;24,37;18,12;2;1,97;2,18;12498;11087;1411;24940;21865;3075;398
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;TUMBES;240000;238;2326;4439;24,37;18,12;2;1,97;2,18;12498;11087;1411;24940;21865;3075;398
2023;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;UCAYALI;250000;507;5124;7981;23,73;24,13;2,61;2,63;1,74;22846;22384;462;59705;58899;806;925
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;UCAYALI;250000;507;5124;7981;23,73;24,13;2,61;2,63;1,74;22846;22384;462;59705;58899;806;925
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;CUSCO;080000;1891;18492;32864;9,92;7,96;1,47;1,25;1,93;55222;37369;17853;81082;46563;34519;3509
2023;01;01;HOTEL;01;1 ESTRELLA;CUSCO;080000;4;118;193;3,96;3,86;2,33;2,34;2,2;99;94;5;231;220;11;19
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;JUNÍN;120000;1419;14803;23960;16,09;13,47;1,23;1,23;1,45;81581;81211;370;100079;99542;537;2640
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LAMBAYEQUE;140000;404;4059;5904;16,88;14,09;1,02;1,02;1,07;25292;25032;260;25796;25518;278;498
2023;01;01;HOTEL;01;1 ESTRELLA;LAMBAYEQUE;140000;3;101;145;2,14;1,74;1;1;0;78;78;0;78;78;0;17
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LORETO;160000;762;6729;10529;15,61;12,42;1,86;1,84;1,91;21843;16960;4883;40534;31222;9312;760
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;PASCO;190000;346;3718;5788;17,68;13,1;1,18;1,18;1,2;19868;19706;162;23500;23305;195;667
2023;01;01;HOTEL;01;1 ESTRELLA;PASCO;190000;5;148;243;14,58;11,3;1,28;1,28;0;666;666;0;851;851;0;23
2023;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;TACNA;230000;395;3729;6705;8,37;7,27;1,19;1,15;1,31;12677;9655;3022;15109;11144;3965;451
2023;01;01;HOTEL;01;1 ESTRELLA;PUNO;210000;5;131;229;13,49;13,16;1,34;1,34;0;699;699;0;934;934;0;18
2023;01;01;HOTEL;01;1 ESTRELLA;SAN MARTÍN;220000;6;126;207;29,54;29,44;1,39;1,38;1,56;1363;1354;9;1889;1875;14;28
2023;01;01;HOTEL;01;1 ESTRELLA;TACNA;230000;3;134;256;5,2;3,05;1,31;1,43;1;185;133;52;242;190;52;13
2023;01;01;HOTEL;02;2 ESTRELLAS;AMAZONAS;010000;31;857;1363;19,76;18,01;1,17;1,17;1,13;6505;6489;16;7611;7593;18;145
2023;01;01;HOTEL;02;2 ESTRELLAS;ÁNCASH;020000;52;1352;2492;22,08;16,37;1,35;1,35;1,29;9358;9153;205;12646;12382;264;215
2023;01;01;HOTEL;02;2 ESTRELLAS;APURÍMAC;030000;5;244;406;4,87;3,29;1,07;1,07;0;388;388;0;414;414;0;31
2023;01;01;HOTEL;02;2 ESTRELLAS;AREQUIPA;040000;40;1104;1983;16,78;14,95;1,38;1,37;1,96;6655;6499;156;9188;8883;305;189
2023;01;01;HOTEL;02;2 ESTRELLAS;AYACUCHO;050000;8;340;592;7,5;4,32;1,09;1,09;1;728;716;12;793;781;12;44
2023;01;01;HOTEL;02;2 ESTRELLAS;CAJAMARCA;060000;56;1575;2366;18,26;13,42;1,19;1,19;1,47;8249;8204;45;9840;9774;66;225
2023;01;01;HOTEL;02;2 ESTRELLAS;CALLAO;070000;1;40;67;15,16;13,82;1,25;1,28;1,22;230;120;110;287;153;134;6
2023;01;01;HOTEL;02;2 ESTRELLAS;CUSCO;080000;41;1029;1923;6,46;5,52;1,63;1,42;2,05;2012;1320;692;3288;1872;1416;309
2023;01;01;HOTEL;02;2 ESTRELLAS;HUANCAVELICA;090000;2;46;85;19,21;15,56;1,79;1,8;1,33;229;226;3;410;406;4;9
2023;01;01;HOTEL;02;2 ESTRELLAS;HUÁNUCO;100000;45;1390;2169;24,37;20,17;1,2;1,2;1,35;11259;11222;37;13563;13513;50;225
2023;01;01;HOTEL;02;2 ESTRELLAS;ICA;110000;56;1615;2807;15,86;11,22;1,17;1,17;1,04;8343;8173;170;9766;9589;177;243
2023;01;01;HOTEL;02;2 ESTRELLAS;JUNÍN;120000;27;827;1496;15,94;11,73;1,27;1,27;1,89;4268;4231;37;5441;5371;70;123
2023;01;01;HOTEL;02;2 ESTRELLAS;LA LIBERTAD;130000;22;545;974;27,86;21,42;1,13;1,11;1,44;5736;5423;313;6467;6017;450;103
2023;01;01;HOTEL;02;2 ESTRELLAS;LAMBAYEQUE;140000;72;2012;3086;18,4;15,83;1,22;1,21;1,59;12415;12256;159;15140;14887;253;309
2023;01;01;HOTEL;02;2 ESTRELLAS;LIMA;150000;123;5106;9035;36,6;30,37;1,23;1,22;1,51;80073;77620;2453;98664;94972;3692;907
2023;01;01;HOTEL;02;2 ESTRELLAS;LORETO;160000;12;293;476;17,29;17,43;1,69;1,66;1,82;1523;1250;273;2572;2076;496;54
2023;01;01;HOTEL;02;2 ESTRELLAS;MADRE DE DIOS;170000;9;242;424;20,02;14,47;1,23;1,23;1,2;1545;1458;87;1902;1798;104;47
2023;01;01;HOTEL;02;2 ESTRELLAS;MOQUEGUA;180000;21;561;962;9,4;8,06;1,55;1,55;1,71;1551;1516;35;2404;2344;60;98
2023;01;01;HOTEL;02;2 ESTRELLAS;PASCO;190000;5;149;259;22,36;14,71;1,18;1,18;0;1003;1003;0;1181;1181;0;26
2023;01;01;HOTEL;02;2 ESTRELLAS;PIURA;200000;18;434;711;29,52;27,77;1,97;1,98;1,71;3106;3028;78;6120;5987;133;87
2023;01;01;HOTEL;02;2 ESTRELLAS;PUNO;210000;20;479;845;5,15;4;1,15;1,14;1,39;916;893;23;1049;1017;32;76
2023;01;01;HOTEL;02;2 ESTRELLAS;SAN MARTÍN;220000;30;830;1428;37,94;31,97;1,8;1,79;2,31;7856;7672;184;14154;13729;425;171
2023;01;01;HOTEL;02;2 ESTRELLAS;TACNA;230000;29;823;1639;33,34;24,56;1,71;1,74;1,67;7293;4286;3007;12481;7450;5031;158
2023;01;01;HOTEL;02;2 ESTRELLAS;TUMBES;240000;7;221;442;39,24;29,92;2,43;2,45;1,93;1686;1629;57;4099;3989;110;43
2023;01;01;HOTEL;02;2 ESTRELLAS;UCAYALI;250000;1;33;63;5,77;3,94;2,57;2,68;1;30;28;2;77;75;2;7
2023;01;01;HOTEL;03;3 ESTRELLAS;AMAZONAS;010000;18;426;759;16,14;14,46;1,36;1,3;2,99;2503;2411;92;3403;3128;275;108
2023;01;01;HOTEL;03;3 ESTRELLAS;ÁNCASH;020000;40;1359;2428;20,1;14,16;1,62;1,61;2;6568;6304;264;10657;10130;527;326
2023;01;01;HOTEL;03;3 ESTRELLAS;APURÍMAC;030000;4;130;231;9,01;7,5;2,75;2,84;1,27;195;184;11;537;523;14;24
2023;01;01;HOTEL;03;3 ESTRELLAS;AREQUIPA;040000;65;1924;3499;12,61;10,06;2,03;1,99;2,33;5363;4677;686;10912;9315;1597;532
2023;01;01;HOTEL;03;3 ESTRELLAS;AYACUCHO;050000;9;293;556;7,71;7,41;2,56;2,58;1,54;500;487;13;1278;1258;20;84
2023;01;01;HOTEL;03;3 ESTRELLAS;CAJAMARCA;060000;69;2153;3556;12,9;10,35;1,52;1,52;1,71;7495;7363;132;11409;11183;226;453
2023;01;01;HOTEL;03;3 ESTRELLAS;CALLAO;070000;4;233;390;34,36;35,67;1,56;1,6;1,4;2760;2264;496;4313;3619;694;51
2023;01;01;HOTEL;03;3 ESTRELLAS;CUSCO;080000;82;2872;5632;9,31;7,95;2,07;2,2;2;6700;2407;4293;13877;5301;8576;928
2023;01;01;HOTEL;03;3 ESTRELLAS;HUANCAVELICA;090000;2;65;108;5,56;4,12;1,55;1,55;0;89;89;0;138;138;0;20
2023;01;01;HOTEL;03;3 ESTRELLAS;HUÁNUCO;100000;12;464;862;25,94;20,73;1,52;1,5;1,93;3642;3478;164;5539;5223;316;106
2023;01;01;HOTEL;03;3 ESTRELLAS;ICA;110000;60;2151;4920;18,21;13,33;1,48;1,46;1,61;13734;12032;1702;20336;17588;2748;561
2023;01;01;HOTEL;03;3 ESTRELLAS;JUNÍN;120000;20;802;1481;11,36;7,61;1,55;1,54;1,68;2260;2223;37;3495;3433;62;173
2023;01;01;HOTEL;03;3 ESTRELLAS;LA LIBERTAD;130000;83;2496;4645;29,94;26,67;2,06;2,05;2,16;18633;17356;1277;38407;35646;2761;621
2023;01;01;HOTEL;03;3 ESTRELLAS;LAMBAYEQUE;140000;35;1123;1847;24,62;20,28;1,46;1,45;1,62;7958;7721;237;11614;11231;383;228
2023;01;01;HOTEL;03;3 ESTRELLAS;LIMA;150000;161;7984;15347;32,43;27,89;1,59;1,43;2,33;83256;67869;15387;132697;96877;35820;1859
2023;01;01;HOTEL;03;3 ESTRELLAS;MADRE DE DIOS;170000;5;186;341;11,45;13,4;1,93;2,19;1,37;734;500;234;1416;1095;321;61
2023;01;01;HOTEL;03;3 ESTRELLAS;MOQUEGUA;180000;9;289;512;20,75;18,39;1,44;1,44;1,41;2023;1933;90;2919;2792;127;60
2023;01;01;HOTEL;03;3 ESTRELLAS;PASCO;190000;4;114;217;41,68;19,99;1,11;1,1;1,25;1216;1204;12;1345;1330;15;17
2023;01;01;HOTEL;03;3 ESTRELLAS;PIURA;200000;17;642;1127;40,79;36,43;1,8;1,73;2,45;7090;6424;666;12727;11097;1630;223
2023;01;01;HOTEL;03;3 ESTRELLAS;PUNO;210000;18;611;1149;2,97;2,34;1,5;1,36;1,82;556;389;167;832;528;304;135
2023;01;01;HOTEL;03;3 ESTRELLAS;SAN MARTÍN;220000;25;849;1499;27,58;26,26;1,87;1,86;2,14;6536;6287;249;12204;11672;532;275
2023;01;01;HOTEL;03;3 ESTRELLAS;TACNA;230000;13;554;1122;22,26;20,6;2,05;2,06;2,05;3489;1729;1760;7165;3561;3604;118
2023;01;01;HOTEL;03;3 ESTRELLAS;TUMBES;240000;9;284;569;50,99;53;2,92;2,84;3,44;3196;2725;471;9348;7730;1618;125
2023;01;01;HOTEL;03;3 ESTRELLAS;UCAYALI;250000;15;537;887;25,34;21,85;2,05;2,06;1,88;2937;2721;216;6009;5604;405;124
2023;01;01;HOTEL;04;4 ESTRELLAS;APURÍMAC;030000;1;32;56;5,04;3,51;3,21;3,21;0;19;19;0;61;61;0;10
2023;01;01;HOTEL;04;4 ESTRELLAS;AREQUIPA;040000;11;556;1049;8,56;7,8;2,45;2,12;3,13;1034;692;342;2536;1464;1072;199
2023;01;01;HOTEL;04;4 ESTRELLAS;CAJAMARCA;060000;4;214;355;33,1;31,66;2;1,93;2,81;1742;1599;143;3484;3082;402;153
2023;01;01;HOTEL;04;4 ESTRELLAS;CALLAO;070000;2;371;599;76,66;70,35;1,38;1,42;1,37;9438;2530;6908;13063;3605;9458;130
2023;01;01;HOTEL;04;4 ESTRELLAS;CUSCO;080000;15;1082;2137;19,05;17,62;2,16;1,88;2,27;5405;1526;3879;11672;2871;8801;642
2023;01;01;HOTEL;04;4 ESTRELLAS;HUÁNUCO;100000;1;60;101;36,72;30,63;1,94;2,01;1,48;494;433;61;959;869;90;26
2023;01;01;HOTEL;04;4 ESTRELLAS;ICA;110000;8;797;1715;22,13;22,89;2,02;2,08;1,74;6027;4930;1097;12168;10256;1912;434
2023;01;01;HOTEL;04;4 ESTRELLAS;JUNÍN;120000;1;40;66;17,9;11,83;1,73;1,67;2,11;140;122;18;242;204;38;19
2023;01;01;HOTEL;04;4 ESTRELLAS;LA LIBERTAD;130000;3;206;326;51,97;50,9;2,13;2,11;2,19;2415;1891;524;5144;3998;1146;79
2023;01;01;HOTEL;04;4 ESTRELLAS;LAMBAYEQUE;140000;5;349;643;53,79;50,4;1,56;1,53;1,82;6443;5767;676;10046;8816;1230;270
2023;01;01;HOTEL;04;4 ESTRELLAS;LIMA;150000;43;4465;8007;28,6;25,42;2,09;1,73;2,57;30126;17183;12943;63093;29781;33312;1544
2023;01;01;HOTEL;04;4 ESTRELLAS;LORETO;160000;2;102;159;22,9;23,37;2,08;2,08;1,6;555;545;10;1152;1136;16;29
2023;01;01;HOTEL;04;4 ESTRELLAS;MOQUEGUA;180000;2;123;238;15,08;10,69;1,62;1,64;1,35;486;452;34;789;743;46;53
2023;01;01;HOTEL;04;4 ESTRELLAS;PIURA;200000;3;300;558;42,28;37,45;2,02;1,89;2,64;3205;2658;547;6478;5032;1446;56
2023;01;01;HOTEL;04;4 ESTRELLAS;PUNO;210000;5;278;534;2,92;2,77;1,85;2,16;1,65;248;96;152;458;207;251;94
2023;01;01;HOTEL;04;4 ESTRELLAS;TACNA;230000;1;150;300;18,77;16,92;1,76;1,65;1,86;894;420;474;1574;693;881;32
2023;01;01;HOTEL;04;4 ESTRELLAS;TUMBES;240000;5;265;536;48,02;56,9;2,38;2,41;2,17;3968;3504;464;9455;8448;1007;137
2023;01;01;HOTEL;04;4 ESTRELLAS;UCAYALI;250000;5;288;513;36,31;32,08;2,53;2,58;2,3;2015;1685;330;5102;4343;759;111
2023;01;01;HOTEL;05;5 ESTRELLAS;AREQUIPA;040000;3;241;352;16,76;17,43;2,13;2,01;2,53;892;675;217;1902;1354;548;169
2023;01;01;HOTEL;05;5 ESTRELLAS;CUSCO;080000;15;1288;2531;8,28;8,4;1,9;2,14;1,83;3466;829;2637;6593;1777;4816;1112
2023;01;01;HOTEL;05;5 ESTRELLAS;ICA;110000;3;346;880;41,72;33,34;2,13;2,05;2,39;4279;3291;988;9094;6736;2358;382
2023;01;01;HOTEL;05;5 ESTRELLAS;LA LIBERTAD;130000;2;267;450;35,13;38,55;1,9;1,82;2,34;2832;2402;430;5378;4371;1007;162
2023;01;01;HOTEL;05;5 ESTRELLAS;LIMA;150000;25;4440;7804;29,93;25,36;2,23;1,81;2,56;27486;11971;15515;61348;21688;39660;3075
2023;01;01;HOTEL;05;5 ESTRELLAS;LORETO;160000;1;60;91;58,49;67,28;1,96;2,08;1,84;966;513;453;1898;1065;833;54
2023;01;01;HOTEL;05;5 ESTRELLAS;PIURA;200000;1;83;167;61,25;53,51;2,16;2,01;2,99;1282;1081;201;2770;2170;600;81
2023;01;01;HOTEL;05;5 ESTRELLAS;PUNO;210000;1;123;231;2,62;3,87;1,56;1,66;1,45;177;95;82;277;158;119;59
2023;01;01;HOTEL;05;5 ESTRELLAS;SAN MARTÍN;220000;1;50;108;38,9;50,3;2,03;2,03;2,05;828;784;44;1684;1594;90;63
2023;01;01;HOTEL;05;5 ESTRELLAS;UCAYALI;250000;2;162;300;26,76;23,11;2,57;2,59;2,46;835;731;104;2149;1893;256;72
2023;01;01;HOTEL;TT;TODAS CONSOLIDADAS;AMAZONAS;010000;50;1313;2172;18,7;16,83;1,23;1,21;2,71;9248;9140;108;11334;11041;293;257
2023;01;01;HOTEL;TT;TODAS CONSOLIDADAS;ÁNCASH;020000;108;3182;5665;21,18;15,84;1,41;1,4;1,65;19773;19264;509;27822;26980;842;608
2023;01;01;HOTEL;TT;TODAS CONSOLIDADAS;APURÍMAC;030000;11;447;749;5,64;4,36;1,68;1,69;1,27;602;591;11;1012;998;14;65
2023;01;01;HOTEL;TT;TODAS CONSOLIDADAS;AREQUIPA;040000;125;4034;7219;13,3;11,27;1,75;1,67;2,51;14422;13011;1411;25219;21682;3537;1124
2023;01;01;HOTEL;TT;TODAS CONSOLIDADAS;AYACUCHO;050000;25;834;1503;7,52;5,59;1,62;1,63;1,28;1607;1582;25;2606;2574;32;162
2023;01;01;HOTEL;TT;TODAS CONSOLIDADAS;CAJAMARCA;060000;133;4053;6468;16,01;12,59;1,41;1,39;2,17;17953;17633;320;25239;24545;694;849
2023;01;01;HOTEL;TT;TODAS CONSOLIDADAS;CALLAO;070000;8;678;1124;54,65;50,69;1,42;1,5;1,37;12428;4914;7514;17663;7377;10286;187
2023;01;01;HOTEL;TT;TODAS CONSOLIDADAS;CUSCO;080000;157;6389;12416;10,19;9,27;2,02;1,95;2,05;17682;6176;11506;35661;12041;23620;3010
2023;01;01;HOTEL;TT;TODAS CONSOLIDADAS;HUANCAVELICA;090000;4;111;193;11,22;9,16;1,72;1,73;1,33;318;315;3;548;544;4;29
2023;01;01;HOTEL;TT;TODAS CONSOLIDADAS;HUÁNUCO;100000;66;2155;3501;25,22;20,33;1,3;1,29;1,74;17015;16753;262;22062;21606;456;389
2023;01;01;HOTEL;TT;TODAS CONSOLIDADAS;ICA;110000;132;5017;10456;19,31;15,85;1,59;1,55;1,82;32383;28426;3957;51364;44169;7195;1620
