AÑO;MES;CLASE;DESCRIPCIÓN CLASE;CATEGORÍA;DESCRIPCIÓN CATEGORÍA;DEPARTAMENTO;UBIGEO;NÚMERO DE ESTABLECIMIENTO;NÚMERO DE HABITACIONES;NÚMERO DE PLAZAS-CAMA;TNOH EN EL MES(%);TNOC EN EL MES(%);PROM PERMANENCIA(DÍAS);PROM PERMANENCIA - NAC (DÍAS);PROM PERMANENCIA - EXT (DÍAS);TOTAL DE ARRIBOS EN EL MES;TOTAL DE ARRIBOS MES - NAC;TOTAL DE ARRIBOS MES - EXT;TOTAL PERNOCT MES;TOTAL PERNOCT MES - NAC (DÍAS);TOTAL PERNOCT MES - EXT (DÍAS);TOTAL EMPLEO EN EL MES
2022;01;01;HOTEL;02;2 ESTRELLAS;HUANCAVELICA;090000;2;46;85;28,12;22,28;1;1;0;587;587;0;587;587;0;9
2022;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;HUÁNUCO;100000;475;5275;7814;19,54;16,85;1,14;1,14;1,04;35780;35616;164;40818;40647;171;683
2022;01;01;HOTEL;01;1 ESTRELLA;HUÁNUCO;100000;9;272;405;39,14;39,16;1,09;1,09;0;4522;4522;0;4917;4917;0;46
2022;01;01;HOTEL;02;2 ESTRELLAS;HUÁNUCO;100000;41;1239;1948;31,56;28,01;1,15;1,14;1,56;14758;14678;80;16912;16787;125;203
2022;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;ICA;110000;751;8226;14069;20,32;16,98;1,25;1,25;1,22;59331;52880;6451;74078;66176;7902;1467
2022;01;01;HOTEL;01;1 ESTRELLA;ICA;110000;4;82;108;0;0;0;0;0;0;0;0;0;0;0;0
2022;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;JUNÍN;120000;1296;13892;22380;17,32;13,82;1,16;1,16;1,74;82825;82507;318;95882;95330;552;2401
2022;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LA LIBERTAD;130000;848;6854;11497;19,82;17,89;1,17;1,17;1,5;54358;53639;719;63764;62686;1078;764
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LA LIBERTAD;130000;848;6854;11497;19,82;17,89;1,17;1,17;1,5;54358;53639;719;63764;62686;1078;764
2022;01;01;HOTEL;01;1 ESTRELLA;LA LIBERTAD;130000;5;116;201;18,24;12,58;1;1;0;784;784;0;784;784;0;19
2022;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LAMBAYEQUE;140000;384;3963;5709;31,43;23,51;1,03;1,03;1,09;40373;38071;2302;41606;39101;2505;696
2022;01;01;HOTEL;01;1 ESTRELLA;LAMBAYEQUE;140000;2;63;70;2,92;2,35;1;1;0;51;51;0;51;51;0;11
2022;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LIMA;150000;6207;52740;91607;23,1;20,85;1,18;1,17;1,31;2271322;2165705;105617;2675852;2537930;137922;37486
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LIMA;150000;6207;52740;91607;23,1;20,85;1,18;1,17;1,31;2271322;2165705;105617;2675852;2537930;137922;37486
2022;01;01;HOTEL;01;1 ESTRELLA;LIMA;150000;10;375;641;46,69;45,39;1,06;1,06;1;7983;7940;43;8490;8447;43;53
2022;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LORETO;160000;724;6583;10319;18,04;15,23;1,65;1,55;1,93;29584;22330;7254;48722;34687;14035;728
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LORETO;160000;724;6583;10319;18,04;15,23;1,65;1,55;1,93;29584;22330;7254;48722;34687;14035;728
2022;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;MADRE DE DIOS;170000;307;4153;6858;20,94;16,43;1,18;1,17;1,39;29701;28599;1102;34924;33396;1528;691
2022;01;01;HOTEL;01;1 ESTRELLA;MADRE DE DIOS;170000;5;137;232;32,99;25,75;1,08;1,08;1,02;1715;1660;55;1852;1796;56;26
2022;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;MOQUEGUA;180000;190;1763;3002;18,68;14,67;1,81;1,81;1,35;7559;7522;37;13655;13605;50;219
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;MOQUEGUA;180000;190;1763;3002;18,68;14,67;1,81;1,81;1,35;7559;7522;37;13655;13605;50;219
2022;01;01;HOTEL;01;1 ESTRELLA;MOQUEGUA;180000;1;21;42;4,3;4,38;1,63;1,63;0;35;35;0;57;57;0;4
2022;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;PASCO;190000;307;3334;5183;18,52;14,77;1,11;1,11;1,06;21441;21379;62;23730;23664;66;589
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;PASCO;190000;307;3334;5183;18,52;14,77;1,11;1,11;1,06;21441;21379;62;23730;23664;66;589
2022;01;01;HOTEL;01;1 ESTRELLA;PASCO;190000;6;168;272;21,04;16,54;1,18;1,18;0;1180;1180;0;1395;1395;0;31
2022;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;PIURA;200000;1016;10422;18998;46,89;39,71;1,85;1,85;2,02;126084;121129;4955;233839;223840;9999;2057
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;PIURA;200000;1016;10422;18998;46,89;39,71;1,85;1,85;2,02;126084;121129;4955;233839;223840;9999;2057
2022;01;01;HOTEL;01;1 ESTRELLA;PIURA;200000;2;40;77;5;16,13;1,23;1,23;0;312;312;0;385;385;0;6
2022;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;PUNO;210000;699;6619;11236;22,07;18,8;1,15;1,15;1,14;56775;53071;3704;65491;61262;4229;1199
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;PUNO;210000;699;6619;11236;22,07;18,8;1,15;1,15;1,14;56775;53071;3704;65491;61262;4229;1199
2022;01;01;HOTEL;01;1 ESTRELLA;PUNO;210000;5;128;230;13,38;8,79;1,13;1,13;1;557;541;16;627;611;16;18
2022;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;SAN MARTÍN;220000;765;8583;13326;29,08;23,86;1,27;1,27;1,59;77422;75982;1440;98577;96285;2292;1132
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;SAN MARTÍN;220000;765;8583;13326;29,08;23,86;1,27;1,27;1,59;77422;75982;1440;98577;96285;2292;1132
2022;01;01;HOTEL;01;1 ESTRELLA;SAN MARTÍN;220000;6;126;195;45,65;46,77;1,26;1,25;1,66;2242;2204;38;2827;2764;63;24
2022;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;TACNA;230000;414;3935;7096;9,32;7,52;1,14;1,14;1,25;14456;13608;848;16541;15484;1057;482
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;TACNA;230000;414;3935;7096;9,32;7,52;1,14;1,14;1,25;14456;13608;848;16541;15484;1057;482
2022;01;01;HOTEL;01;1 ESTRELLA;TACNA;230000;2;57;112;8,04;7,09;2,93;2,93;0;84;84;0;246;246;0;5
2022;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;TUMBES;240000;216;2237;4377;20,14;15,58;1,86;1,86;2,13;11354;11199;155;21135;20805;330;382
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;TUMBES;240000;216;2237;4377;20,14;15,58;1,86;1,86;2,13;11354;11199;155;21135;20805;330;382
2022;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;UCAYALI;250000;477;5042;7789;21,68;18,63;1,61;1,61;2;27898;27559;339;44994;44315;679;912
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;AREQUIPA;040000;1135;10106;17067;24,95;21,66;1,47;1,43;1,96;77745;71477;6268;114597;102286;12311;1928
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;CALLAO;070000;255;3604;6672;31,51;28,92;1,01;1,01;1,09;106329;105309;1020;107330;106214;1116;956
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;CUSCO;080000;1823;17659;31699;17,85;14,35;1,56;1,42;1,92;90352;64826;25526;140997;91919;49078;3357
2022;01;01;HOTEL;01;1 ESTRELLA;CUSCO;080000;5;140;236;9,56;6,78;1,03;1,03;1,33;481;478;3;496;492;4;19
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;HUÁNUCO;100000;475;5275;7814;19,54;16,85;1,14;1,14;1,04;35780;35616;164;40818;40647;171;683
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;ICA;110000;751;8226;14069;20,32;16,98;1,25;1,25;1,22;59331;52880;6451;74078;66176;7902;1467
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;JUNÍN;120000;1296;13892;22380;17,32;13,82;1,16;1,16;1,74;82825;82507;318;95882;95330;552;2401
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LAMBAYEQUE;140000;384;3963;5709;31,43;23,51;1,03;1,03;1,09;40373;38071;2302;41606;39101;2505;696
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;MADRE DE DIOS;170000;307;4153;6858;20,94;16,43;1,18;1,17;1,39;29701;28599;1102;34924;33396;1528;691
2022;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;UCAYALI;250000;477;5042;7789;21,68;18,63;1,61;1,61;2;27898;27559;339;44994;44315;679;912
2022;01;01;HOTEL;01;1 ESTRELLA;AREQUIPA;040000;6;210;367;45,67;26,13;1,61;1,48;3,75;1844;1738;106;2973;2576;397;32
2022;01;01;HOTEL;02;2 ESTRELLAS;AREQUIPA;040000;39;1099;1931;17,03;16,05;1,42;1,41;1,58;6780;6637;143;9608;9382;226;165
2022;01;01;HOTEL;01;1 ESTRELLA;JUNÍN;120000;6;246;511;13,73;9,58;1,43;1,43;0;1058;1058;0;1517;1517;0;28
2022;01;01;HOTEL;02;2 ESTRELLAS;JUNÍN;120000;26;789;1387;23,36;17,54;1,4;1,39;1,68;5397;5328;69;7542;7426;116;122
2022;01;01;HOTEL;02;2 ESTRELLAS;LA LIBERTAD;130000;20;472;863;24,78;26,4;1,29;1,28;1,7;5491;5421;70;7063;6944;119;97
2022;01;01;HOTEL;02;2 ESTRELLAS;LAMBAYEQUE;140000;70;1965;2968;20,5;15,92;1,18;1,18;1,65;12396;12284;112;14647;14462;185;298
2022;01;01;HOTEL;02;2 ESTRELLAS;LIMA;150000;121;5107;9042;39,33;34,55;1,28;1,27;1,63;86035;83286;2749;110193;105709;4484;872
2022;01;01;HOTEL;02;2 ESTRELLAS;LORETO;160000;14;340;550;18,86;14,19;1,72;1,73;1,72;1403;1137;266;2420;1963;457;60
2022;01;01;HOTEL;02;2 ESTRELLAS;MADRE DE DIOS;170000;7;227;382;28,53;22,02;1,34;1,3;5,6;1953;1938;15;2608;2524;84;32
2022;01;01;HOTEL;02;2 ESTRELLAS;MOQUEGUA;180000;16;404;684;46,59;32,01;3,81;3,8;6,43;1782;1775;7;6788;6743;45;74
2022;01;01;HOTEL;02;2 ESTRELLAS;PASCO;190000;5;146;250;46,44;36,89;2,47;2,47;0;1157;1157;0;2859;2859;0;28
2022;01;01;HOTEL;02;2 ESTRELLAS;PIURA;200000;20;479;790;26,35;24,71;1,75;1,75;1,48;3462;3418;44;6051;5986;65;95
2022;01;01;HOTEL;02;2 ESTRELLAS;PUNO;210000;20;486;862;13,79;10,85;1,32;1,33;1,23;2192;2126;66;2899;2818;81;66
2022;01;01;HOTEL;02;2 ESTRELLAS;SAN MARTÍN;220000;30;849;1455;43,19;39,27;2,35;2,35;1,95;7551;7455;96;17713;17526;187;180
2022;01;01;HOTEL;02;2 ESTRELLAS;TACNA;230000;33;925;1885;16,22;12,33;1,74;1,74;1,84;4132;4081;51;7206;7112;94;170
2022;01;01;HOTEL;02;2 ESTRELLAS;TUMBES;240000;8;258;549;66,64;31,86;20,46;20,46;0;265;265;0;5422;5422;0;49
2022;01;01;HOTEL;02;2 ESTRELLAS;UCAYALI;250000;2;58;93;2,56;2,6;3,57;3,57;0;21;21;0;75;75;0;11
2022;01;01;HOTEL;03;3 ESTRELLAS;AMAZONAS;010000;18;424;741;22,48;19,23;1,48;1,53;1,28;2975;2402;573;4417;3686;731;113
2022;01;01;HOTEL;03;3 ESTRELLAS;ÁNCASH;020000;39;1247;2244;28,15;21,15;1,33;1,35;1,17;11081;9879;1202;14713;13304;1409;271
2022;01;01;HOTEL;03;3 ESTRELLAS;APURÍMAC;030000;3;98;172;42,76;26,46;1,23;1,23;1,24;1150;1095;55;1411;1343;68;19
2022;01;01;HOTEL;03;3 ESTRELLAS;AREQUIPA;040000;61;1728;3166;31,71;24,11;2,51;2,5;2,58;9446;8646;800;23667;21602;2065;459
2022;01;01;HOTEL;03;3 ESTRELLAS;AYACUCHO;050000;9;302;575;13,63;13,71;2,2;2,2;2,24;1111;1040;71;2444;2285;159;91
2022;01;01;HOTEL;03;3 ESTRELLAS;CAJAMARCA;060000;65;2041;3369;16,93;13,39;1,46;1,46;1,56;9554;9419;135;13988;13777;211;438
2022;01;01;HOTEL;03;3 ESTRELLAS;CALLAO;070000;4;233;392;32,96;31,38;1,65;1,61;1,81;2314;1860;454;3813;2990;823;48
2022;01;01;HOTEL;03;3 ESTRELLAS;CUSCO;080000;74;2784;5497;16,9;13,74;2,14;2,36;1,93;10948;5233;5715;23410;12362;11048;762
2022;01;01;HOTEL;03;3 ESTRELLAS;HUANCAVELICA;090000;2;65;108;7,74;5,47;1,43;1,43;1;128;127;1;183;182;1;14
2022;01;01;HOTEL;03;3 ESTRELLAS;HUÁNUCO;100000;13;490;892;21,79;18,9;1,54;1,54;1,43;3399;3323;76;5225;5116;109;119
2022;01;01;HOTEL;03;3 ESTRELLAS;ICA;110000;50;1843;3704;36,58;33,96;1,56;1,56;1,54;25042;22166;2876;38994;34551;4443;452
2022;01;01;HOTEL;03;3 ESTRELLAS;JUNÍN;120000;20;765;1413;19,7;13,83;1,55;1,55;1,56;3906;3772;134;6059;5850;209;180
2022;01;01;HOTEL;03;3 ESTRELLAS;LA LIBERTAD;130000;83;2490;4641;30,64;25,97;1,6;1,57;2,04;23364;22124;1240;37370;34841;2529;577
2022;01;01;HOTEL;03;3 ESTRELLAS;LAMBAYEQUE;140000;38;1290;2184;22,13;18,92;1,42;1,42;1,57;9017;8795;222;12810;12462;348;245
2022;01;01;HOTEL;03;3 ESTRELLAS;LIMA;150000;157;7849;15073;34,72;28,05;1,72;1,54;2,47;76052;61173;14879;131081;94399;36682;1724
2022;01;01;HOTEL;03;3 ESTRELLAS;LORETO;160000;21;641;1101;29,66;24,85;2,47;2,5;2,31;3433;2984;449;8482;7447;1035;181
2022;01;01;HOTEL;03;3 ESTRELLAS;MADRE DE DIOS;170000;5;191;348;33,29;26,93;1,91;1,94;1,46;1523;1416;107;2905;2749;156;70
2022;01;01;HOTEL;03;3 ESTRELLAS;MOQUEGUA;180000;8;270;500;45,56;39,57;2,43;2,44;1,97;2527;2468;59;6133;6017;116;66
2022;01;01;HOTEL;03;3 ESTRELLAS;PASCO;190000;4;114;217;38,31;39,32;1,58;1,56;1,93;1676;1606;70;2645;2510;135;17
2022;01;01;HOTEL;03;3 ESTRELLAS;PIURA;200000;15;582;970;28,7;25,67;1,8;1,72;2,51;4281;3854;427;7719;6647;1072;183
2022;01;01;HOTEL;03;3 ESTRELLAS;PUNO;210000;25;848;1655;18,11;14,68;1,92;2,08;1,56;3921;2699;1222;7534;5624;1910;160
2022;01;01;HOTEL;03;3 ESTRELLAS;SAN MARTÍN;220000;22;752;1329;28,17;25,18;1,6;1,6;1,73;6473;6370;103;10375;10197;178;208
2022;01;01;HOTEL;03;3 ESTRELLAS;TACNA;230000;14;501;1052;23,72;16,14;2,25;2,23;2,57;2342;2220;122;5265;4951;314;122
2022;01;01;HOTEL;03;3 ESTRELLAS;TUMBES;240000;10;312;672;35,85;39,53;2,57;2,47;3,56;3210;2942;268;8234;7281;953;149
2022;01;01;HOTEL;03;3 ESTRELLAS;UCAYALI;250000;15;537;887;32,84;25,45;2,01;2,03;1,72;3483;3227;256;6999;6559;440;128
2022;01;01;HOTEL;04;4 ESTRELLAS;AREQUIPA;040000;10;454;910;34,1;26,68;2,15;2,31;1,79;3500;2456;1044;7527;5662;1865;157
2022;01;01;HOTEL;04;4 ESTRELLAS;CAJAMARCA;060000;3;142;228;49,66;55,32;2,13;2,11;2,35;1833;1684;149;3910;3560;350;72
2022;01;01;HOTEL;04;4 ESTRELLAS;CUSCO;080000;11;881;1687;39,17;36,49;2,39;2,26;2,49;7973;3420;4553;19085;7743;11342;360
2022;01;01;HOTEL;04;4 ESTRELLAS;HUÁNUCO;100000;1;61;104;27,39;23,6;1,88;1,88;2;404;387;17;761;727;34;23
2022;01;01;HOTEL;04;4 ESTRELLAS;ICA;110000;6;588;1296;37,23;42,14;2,01;2,02;1,93;8417;7598;819;16930;15353;1577;340
2022;01;01;HOTEL;04;4 ESTRELLAS;JUNÍN;120000;1;40;66;25,56;26,54;1,49;1,49;0;365;365;0;543;543;0;21
2022;01;01;HOTEL;04;4 ESTRELLAS;LA LIBERTAD;130000;3;206;326;53,01;66,35;2,36;2,39;2,18;2840;2427;413;6705;5804;901;78
2022;01;01;HOTEL;04;4 ESTRELLAS;LAMBAYEQUE;140000;5;352;577;52,73;59,3;1,67;1,63;2,07;6347;5781;566;10607;9437;1170;239
2022;01;01;HOTEL;04;4 ESTRELLAS;LORETO;160000;2;90;150;17,74;14,73;2,05;2,05;2,2;334;324;10;685;663;22;27
2022;01;01;HOTEL;04;4 ESTRELLAS;MOQUEGUA;180000;2;123;232;73,91;80,56;12,76;13,34;5,36;454;421;33;5794;5617;177;40
2022;01;01;HOTEL;04;4 ESTRELLAS;PIURA;200000;3;298;549;33,09;34,36;1,87;1,82;2,34;3130;2857;273;5847;5208;639;49
2022;01;01;HOTEL;04;4 ESTRELLAS;PUNO;210000;7;447;843;31,33;21,59;2,46;3,05;1,6;2297;1353;944;5642;4129;1513;108
2022;01;01;HOTEL;04;4 ESTRELLAS;TACNA;230000;1;150;300;14,17;12,01;2,09;2,12;1,54;535;507;28;1117;1074;43;32
2022;01;01;HOTEL;04;4 ESTRELLAS;TUMBES;240000;5;265;522;51,28;56,17;2,23;2,2;2,58;4079;3774;305;9089;8302;787;120
2022;01;01;HOTEL;04;4 ESTRELLAS;UCAYALI;250000;5;289;515;32,72;31,21;2,67;2,75;2,23;1869;1566;303;4983;4307;676;77
2022;01;01;HOTEL;05;5 ESTRELLAS;AREQUIPA;040000;3;241;352;62;63,4;2,68;2,72;2,54;2586;1981;605;6918;5381;1537;120
2022;01;01;HOTEL;05;5 ESTRELLAS;CUSCO;080000;14;1246;2441;20,8;20,87;1,91;2,43;1,73;8270;2151;6119;15789;5225;10564;796
2022;01;01;HOTEL;05;5 ESTRELLAS;ICA;110000;3;345;796;76,76;63,29;2,2;2,15;2,39;7096;5639;1457;15618;12142;3476;312
2022;01;01;HOTEL;05;5 ESTRELLAS;LA LIBERTAD;130000;1;120;240;64,17;58,86;2,1;1,99;2,74;2087;1795;292;4379;3579;800;67
2022;01;01;HOTEL;05;5 ESTRELLAS;LIMA;150000;22;3983;8018;40,29;25,84;2,01;1,68;2,58;31962;20178;11784;64228;33850;30378;2336
2022;01;01;HOTEL;05;5 ESTRELLAS;LORETO;160000;1;60;91;86,34;89,68;2,52;2,76;2;1004;685;319;2530;1891;639;49
2022;01;01;HOTEL;05;5 ESTRELLAS;PIURA;200000;1;83;168;71,9;63,36;2,13;1,9;3,41;1546;1306;240;3300;2481;819;60
2022;01;01;HOTEL;05;5 ESTRELLAS;PUNO;210000;1;123;231;95,57;78,03;1,74;1,69;2;3220;2773;447;5588;4694;894;45
2022;01;01;HOTEL;05;5 ESTRELLAS;SAN MARTÍN;220000;1;50;108;44,84;57,65;1,69;1,69;1,57;1145;1077;68;1930;1823;107;61
2022;01;01;HOTEL;05;5 ESTRELLAS;UCAYALI;250000;2;162;300;24,21;23,12;2,74;2,75;2,71;784;705;79;2150;1936;214;57
2022;01;01;HOTEL;TT;TODAS CONSOLIDADAS;AMAZONAS;010000;49;1233;2031;21,05;18,52;1,38;1,39;1,28;8454;7850;604;11658;10883;775;245
2022;01;01;HOTEL;TT;TODAS CONSOLIDADAS;ÁNCASH;020000;96;2811;4984;23,27;17,89;1,32;1,32;1,18;21023;19757;1266;27647;26149;1498;513
2022;01;01;HOTEL;TT;TODAS CONSOLIDADAS;APURÍMAC;030000;9;358;594;22,39;15,39;1,2;1,2;1,22;2364;2306;58;2833;2762;71;43
2022;01;01;HOTEL;TT;TODAS CONSOLIDADAS;AREQUIPA;040000;119;3732;6726;30,42;24,31;2,1;2,08;2,26;24156;21458;2698;50693;44603;6090;933
2022;01;01;HOTEL;TT;TODAS CONSOLIDADAS;AYACUCHO;050000;24;734;1341;15,61;14,85;1,73;1,72;1,94;3565;3443;122;6174;5937;237;159
2022;01;01;HOTEL;TT;TODAS CONSOLIDADAS;CAJAMARCA;060000;111;3380;5421;18,44;15,37;1,41;1,4;1,87;18298;17971;327;25828;25216;612;698
2022;01;01;HOTEL;TT;TODAS CONSOLIDADAS;CALLAO;070000;9;698;1166;57,21;50,98;1,42;1,45;1,4;12952;6330;6622;18426;9155;9271;163
2022;01;01;HOTEL;TT;TODAS CONSOLIDADAS;CUSCO;080000;151;6276;12153;19,42;17,37;2,04;2,09;2;32078;14415;17663;65436;30131;35305;2229
2022;01;01;HOTEL;TT;TODAS CONSOLIDADAS;HUANCAVELICA;090000;4;111;193;16,19;12,87;1,08;1,08;1;715;714;1;770;769;1;23
2022;01;01;HOTEL;TT;TODAS CONSOLIDADAS;HUÁNUCO;100000;64;2062;3349;30,11;26,79;1,2;1,2;1,55;23083;22910;173;27815;27547;268;391
2022;01;01;HOTEL;TT;TODAS CONSOLIDADAS;ICA;110000;112;4211;8250;34,51;33,51;1,71;1,7;1,83;50096;44877;5219;85701;76131;9570;1333
2022;01;01;HOTEL;TT;TODAS CONSOLIDADAS;JUNÍN;120000;53;1840;3377;20,6;14,96;1,46;1,46;1,6;10726;10523;203;15661;15336;325;351
