AÑO;MES;CLASE;DESCRIPCIÓN CLASE;CATEGORÍA;DESCRIPCIÓN CATEGORÍA;DEPARTAMENTO;UBIGEO;NÚMERO DE ESTABLECIMIENTO;NÚMERO DE HABITACIONES;NÚMERO DE PLAZAS-CAMA;TNOH EN EL MES(%);TNOC EN EL MES(%);PROM PERMANENCIA(DÍAS);PROM PERMANENCIA - NAC (DÍAS);PROM PERMANENCIA - EXT (DÍAS);TOTAL DE ARRIBOS EN EL MES;TOTAL DE ARRIBOS MES - NAC;TOTAL DE ARRIBOS MES - EXT;TOTAL PERNOCT MES;TOTAL PERNOCT MES - NAC (DÍAS);TOTAL PERNOCT MES - EXT (DÍAS);TOTAL EMPLEO EN EL MES
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;AMAZONAS;010000;264;2899;4622;28,4;20,11;1,19;1,17;1,61;24150;23056;1094;28812;27047;1765;517
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;ÁNCASH;020000;648;7012;12133;23,4;18,01;1,34;1,32;1,64;50686;48143;2543;67745;63566;4179;1214
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;APURÍMAC;030000;514;4458;6933;39,24;34,51;1,05;1,05;1,07;70409;68492;1917;74163;72107;2056;804
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;MADRE DE DIOS;170000;304;4680;7733;21,4;16,84;1,24;1,18;1,57;32546;27510;5036;40362;32467;7895;837
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;PUNO;210000;772;7819;13615;25,66;20,49;1,15;1,14;1,22;75077;63016;12061;86474;71793;14681;1431
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;UCAYALI;250000;478;5640;8453;22,55;19,75;1,8;1,8;1,88;28785;28462;323;51743;51135;608;1005
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;AMAZONAS;010000;264;2899;4622;28,4;20,11;1,19;1,17;1,61;24150;23056;1094;28812;27047;1765;517
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;ÁNCASH;020000;648;7012;12133;23,4;18,01;1,34;1,32;1,64;50686;48143;2543;67745;63566;4179;1214
2019;01;01;HOTEL;01;1 ESTRELLA;AMAZONAS;010000;1;20;43;57,74;26,86;1;1;1;358;354;4;358;354;4;6
2019;01;01;HOTEL;01;1 ESTRELLA;ÁNCASH;020000;1;74;109;18,74;19,33;1,38;1,38;0;474;474;0;653;653;0;2
2019;01;01;HOTEL;01;1 ESTRELLA;APURÍMAC;030000;2;80;115;27,98;21,94;1,05;1,05;0;742;742;0;782;782;0;10
2019;01;01;HOTEL;01;1 ESTRELLA;MADRE DE DIOS;170000;3;95;158;45,5;35,22;1;1;1;1725;1714;11;1725;1714;11;17
2019;01;01;HOTEL;01;1 ESTRELLA;PUNO;210000;5;162;289;11,39;8,59;1,31;1,32;1;587;572;15;770;755;15;14
2019;01;01;HOTEL;02;2 ESTRELLAS;AMAZONAS;010000;24;642;1026;18,54;17,9;1,38;1,38;1,79;4125;4106;19;5694;5660;34;90
2019;01;01;HOTEL;02;2 ESTRELLAS;ÁNCASH;020000;30;899;1696;19,46;15,31;1,16;1,16;1,54;6914;6832;82;8048;7922;126;129
2019;01;01;HOTEL;02;2 ESTRELLAS;APURÍMAC;030000;6;246;404;19,45;17,37;1,35;1,34;11;1608;1605;3;2176;2143;33;26
2019;01;01;HOTEL;02;2 ESTRELLAS;CUSCO;080000;43;1189;2213;21,16;19,52;1,72;1,81;1,67;7798;2580;5218;13392;4668;8724;323
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;AREQUIPA;040000;1281;11374;19518;26,08;23,24;1,34;1,31;1,47;105095;86074;19021;140587;112591;27996;2219
2019;01;01;HOTEL;01;1 ESTRELLA;AREQUIPA;040000;5;165;275;33,43;22,28;1,89;1,89;1,9;1005;816;189;1899;1539;360;27
2019;01;01;HOTEL;02;2 ESTRELLAS;AREQUIPA;040000;43;1268;2120;22,05;19,13;1,37;1,36;1,56;9158;8661;497;12569;11793;776;191
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;AYACUCHO;050000;540;5892;9395;25,46;20,11;1,16;1,16;1,58;50437;50063;374;58558;57966;592;1019
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;CAJAMARCA;060000;561;6153;9694;18,4;17,27;1,26;1,26;1,27;41038;40529;509;51891;51247;644;1092
2019;01;01;HOTEL;01;1 ESTRELLA;CAJAMARCA;060000;5;157;271;4,46;3,57;1,11;1,11;1,29;270;263;7;300;291;9;21
2019;01;01;HOTEL;02;2 ESTRELLAS;CAJAMARCA;060000;36;1014;1703;22,15;15,47;1,31;1,31;1,36;6249;6180;69;8167;8073;94;154
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;CALLAO;070000;269;3631;6492;41,43;39,79;1,03;1,02;1,17;147503;141374;6129;151212;144016;7196;1254
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;CALLAO;070000;269;3631;6492;41,43;39,79;1,03;1,02;1,17;147503;141374;6129;151212;144016;7196;1254
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;CUSCO;080000;1900;19330;35855;22,99;20,92;1,56;1,33;1,84;149200;83394;65806;232555;111237;121318;4124
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;CUSCO;080000;1900;19330;35855;22,99;20,92;1,56;1,33;1,84;149200;83394;65806;232555;111237;121318;4124
2019;01;01;HOTEL;01;1 ESTRELLA;CUSCO;080000;7;181;342;26,63;24,38;1,75;1,28;2,1;1473;621;852;2585;792;1793;27
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;HUANCAVELICA;090000;179;2263;3459;18,51;15,36;1,09;1,09;1,15;15089;15055;34;16470;16431;39;366
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;HUANCAVELICA;090000;179;2263;3459;18,51;15,36;1,09;1,09;1,15;15089;15055;34;16470;16431;39;366
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;HUÁNUCO;100000;480;5761;8771;33,59;26,27;1,58;1,58;1,54;45098;44732;366;71419;70855;564;1030
2019;01;01;HOTEL;01;1 ESTRELLA;HUÁNUCO;100000;9;271;412;32,03;24,55;1,11;1,11;1;2834;2833;1;3135;3134;1;36
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;ICA;110000;694;8069;13954;26,45;23,94;1,25;1,24;1,34;82648;70674;11974;103566;87520;16046;1444
2019;01;01;HOTEL;01;1 ESTRELLA;ICA;110000;5;113;195;14,62;12,85;1,06;1,06;1;731;726;5;777;772;5;14
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;JUNÍN;120000;1213;13540;22073;20,18;16,28;1,15;1,15;1,54;96549;96163;386;111364;110769;595;2321
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;JUNÍN;120000;1213;13540;22073;20,18;16,28;1,15;1,15;1,54;96549;96163;386;111364;110769;595;2321
2019;01;01;HOTEL;01;1 ESTRELLA;JUNÍN;120000;6;157;318;11,36;8,27;1,21;1,21;0;676;676;0;815;815;0;16
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LA LIBERTAD;130000;770;7035;11847;28,2;26,12;1,11;1,09;1,48;86813;84150;2663;95934;91994;3940;1336
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LA LIBERTAD;130000;770;7035;11847;28,2;26,12;1,11;1,09;1,48;86813;84150;2663;95934;91994;3940;1336
2019;01;01;HOTEL;01;1 ESTRELLA;LA LIBERTAD;130000;1;21;24;12,44;10,89;1;1;0;81;81;0;81;81;0;2
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LAMBAYEQUE;140000;378;4027;5951;28,05;20,61;1,06;1,06;1,2;35876;35183;693;38030;37196;834;767
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LAMBAYEQUE;140000;378;4027;5951;28,05;20,61;1,06;1,06;1,2;35876;35183;693;38030;37196;834;767
2019;01;01;HOTEL;01;1 ESTRELLA;LAMBAYEQUE;140000;4;122;184;15,47;14,2;1,42;1,41;1,47;572;555;17;810;785;25;17
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LIMA;150000;5621;51949;90633;34,61;32,68;1,31;1,31;1,52;2901841;2812067;89774;3811741;3675512;136228;46860
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LIMA;150000;5621;51949;90633;34,61;32,68;1,31;1,31;1,52;2901841;2812067;89774;3811741;3675512;136228;46860
2019;01;01;HOTEL;01;1 ESTRELLA;LIMA;150000;4;193;369;38,45;38,45;1;1;0;4768;4768;0;4768;4768;0;20
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;LORETO;160000;693;6970;11060;20,89;19,42;1,6;1,63;1,5;41743;30191;11552;66585;49220;17365;1364
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;LORETO;160000;693;6970;11060;20,89;19,42;1,6;1,63;1,5;41743;30191;11552;66585;49220;17365;1364
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;MOQUEGUA;180000;198;2447;4168;25,89;20,15;1,43;1,43;1,44;18199;16742;1457;26033;23931;2102;463
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;APURÍMAC;030000;514;4458;6933;39,24;34,51;1,05;1,05;1,07;70409;68492;1917;74163;72107;2056;804
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;MOQUEGUA;180000;198;2447;4168;25,89;20,15;1,43;1,43;1,44;18199;16742;1457;26033;23931;2102;463
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;PASCO;190000;298;3725;5818;19,08;15,08;1,15;1,14;1,21;23745;23585;160;27193;26999;194;617
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;PASCO;190000;298;3725;5818;19,08;15,08;1,15;1,14;1,21;23745;23585;160;27193;26999;194;617
2019;01;01;HOTEL;01;1 ESTRELLA;PASCO;190000;4;92;164;13,5;13,34;2,07;2,07;0;328;328;0;678;678;0;12
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;PIURA;200000;912;10131;18592;34,75;29,18;1,53;1,48;1,93;109946;98445;11501;168205;145962;22243;2100
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;PIURA;200000;912;10131;18592;34,75;29,18;1,53;1,48;1,93;109946;98445;11501;168205;145962;22243;2100
2019;01;01;HOTEL;01;1 ESTRELLA;PIURA;200000;2;53;84;20,21;15,9;1,3;1,31;1;318;308;10;414;404;10;7
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;SAN MARTÍN;220000;747;8988;14446;29,66;26,03;1,28;1,27;1,75;91296;90311;985;116578;114859;1719;1580
2019;01;01;HOTEL;01;1 ESTRELLA;SAN MARTÍN;220000;6;126;180;37,12;36,81;1,6;1,59;2;1285;1251;34;2054;1986;68;22
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;TACNA;230000;453;4418;8006;25,31;22,66;1,41;1,4;1,42;39942;24248;15694;56240;33927;22313;789
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;TACNA;230000;453;4418;8006;25,31;22,66;1,41;1,4;1,42;39942;24248;15694;56240;33927;22313;789
2019;01;01;HOTEL;01;1 ESTRELLA;TACNA;230000;2;68;136;27,85;17,65;1,27;1,35;1,13;584;382;202;744;515;229;6
2019;01;00;NO CLASIFICADO;00;NO CATEGORIZADO;TUMBES;240000;199;2502;4903;19,71;16,99;1,46;1,49;1,31;17664;14630;3034;25823;21840;3983;491
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;TUMBES;240000;199;2502;4903;19,71;16,99;1,46;1,49;1,31;17664;14630;3034;25823;21840;3983;491
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;AREQUIPA;040000;1281;11374;19518;26,08;23,24;1,34;1,31;1,47;105095;86074;19021;140587;112591;27996;2219
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;AYACUCHO;050000;540;5892;9395;25,46;20,11;1,16;1,16;1,58;50437;50063;374;58558;57966;592;1019
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;CAJAMARCA;060000;561;6153;9694;18,4;17,27;1,26;1,26;1,27;41038;40529;509;51891;51247;644;1092
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;HUÁNUCO;100000;480;5761;8771;33,59;26,27;1,58;1,58;1,54;45098;44732;366;71419;70855;564;1030
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;ICA;110000;694;8069;13954;26,45;23,94;1,25;1,24;1,34;82648;70674;11974;103566;87520;16046;1444
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;MADRE DE DIOS;170000;304;4680;7733;21,4;16,84;1,24;1,18;1,57;32546;27510;5036;40362;32467;7895;837
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;PUNO;210000;772;7819;13615;25,66;20,49;1,15;1,14;1,22;75077;63016;12061;86474;71793;14681;1431
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;SAN MARTÍN;220000;747;8988;14446;29,66;26,03;1,28;1,27;1,75;91296;90311;985;116578;114859;1719;1580
2019;01;00;NO CLASIFICADO;TT;TODAS CONSOLIDADAS;UCAYALI;250000;478;5640;8453;22,55;19,75;1,8;1,8;1,88;28785;28462;323;51743;51135;608;1005
2019;01;01;HOTEL;01;1 ESTRELLA;AYACUCHO;050000;6;154;260;25,07;19,75;1,75;1,74;2,09;912;901;11;1592;1569;23;26
2019;01;01;HOTEL;02;2 ESTRELLAS;AYACUCHO;050000;9;295;503;20,08;20,91;1,56;1,58;1,15;2092;1983;109;3260;3135;125;49
2019;01;01;HOTEL;02;2 ESTRELLAS;HUANCAVELICA;090000;2;42;70;18,2;13,5;1,56;1,56;1,4;188;183;5;293;286;7;9
2019;01;01;HOTEL;02;2 ESTRELLAS;HUÁNUCO;100000;38;1222;1925;28,88;26,35;1,25;1,25;1,06;12610;12507;103;15722;15613;109;211
2019;01;01;HOTEL;02;2 ESTRELLAS;ICA;110000;53;1439;2535;27,63;22,2;1,19;1,19;1,16;14625;14168;457;17448;16918;530;232
2019;01;01;HOTEL;02;2 ESTRELLAS;JUNÍN;120000;24;790;1448;20,96;18,37;1,3;1,3;1,35;6358;6296;62;8248;8164;84;134
2019;01;01;HOTEL;02;2 ESTRELLAS;LA LIBERTAD;130000;23;546;962;22,95;19;1,13;1,12;1,64;4998;4855;143;5665;5430;235;105
2019;01;01;HOTEL;02;2 ESTRELLAS;LAMBAYEQUE;140000;59;1737;2759;18,6;16,08;1,21;1,2;1,39;11386;11015;371;13751;13236;515;274
2019;01;01;HOTEL;02;2 ESTRELLAS;LIMA;150000;110;4692;8605;41,99;36,01;1,38;1,21;2,32;78569;66980;11589;108120;81215;26905;1037
2019;01;01;HOTEL;02;2 ESTRELLAS;LORETO;160000;10;260;427;18,75;19,42;1,61;1,58;1,75;1593;1267;326;2571;2000;571;45
2019;01;01;HOTEL;02;2 ESTRELLAS;MADRE DE DIOS;170000;4;186;358;9,71;7,21;1,63;1,71;1,37;491;373;118;800;638;162;28
2019;01;01;HOTEL;02;2 ESTRELLAS;PASCO;190000;2;47;80;0;0;0;0;0;0;0;0;0;0;0;0
2019;01;01;HOTEL;02;2 ESTRELLAS;PIURA;200000;22;574;963;30,53;28,14;1,83;1,82;1,94;4599;4350;249;8401;7919;482;111
2019;01;01;HOTEL;02;2 ESTRELLAS;PUNO;210000;26;666;1211;12,82;10,91;1,23;1,23;1,28;3325;3011;314;4094;3692;402;112
2019;01;01;HOTEL;02;2 ESTRELLAS;SAN MARTÍN;220000;24;684;1127;30,77;27,71;1,6;1,58;2,21;6060;5910;150;9682;9351;331;159
2019;01;01;HOTEL;02;2 ESTRELLAS;TACNA;230000;31;885;1801;22,91;21,14;1,62;1,53;1,67;7307;2747;4560;11801;4207;7594;193
2019;01;01;HOTEL;02;2 ESTRELLAS;TUMBES;240000;6;415;888;7,96;6,65;1,74;1,75;1,65;1052;941;111;1831;1648;183;46
2019;01;01;HOTEL;02;2 ESTRELLAS;UCAYALI;250000;2;50;90;5,87;23,98;7,69;7,69;0;87;87;0;669;669;0;10
2019;01;01;HOTEL;03;3 ESTRELLAS;AMAZONAS;010000;11;252;470;31,99;27,57;1,83;1,75;2,64;2194;1987;207;4017;3471;546;102
2019;01;01;HOTEL;03;3 ESTRELLAS;ÁNCASH;020000;35;1211;2158;15,22;11,74;1,72;1,71;1,83;4568;4268;300;7857;7307;550;266
2019;01;01;HOTEL;03;3 ESTRELLAS;APURÍMAC;030000;4;152;284;44,63;31,42;3,07;3,27;1,17;902;814;88;2766;2663;103;29
2019;01;01;HOTEL;03;3 ESTRELLAS;AREQUIPA;040000;59;1761;3411;26,13;23,04;1,75;1,83;1,66;13913;7417;6496;24368;13560;10808;506
2019;01;01;HOTEL;03;3 ESTRELLAS;AYACUCHO;050000;6;224;419;14,11;14,62;1,86;1,85;2,07;1019;947;72;1899;1750;149;82
2019;01;01;HOTEL;03;3 ESTRELLAS;CAJAMARCA;060000;50;1557;2692;18,01;17,17;1,86;1,87;1,63;7706;7410;296;14327;13844;483;330
2019;01;01;HOTEL;03;3 ESTRELLAS;CALLAO;070000;2;116;212;22,8;17,73;1,44;1,46;1,4;811;497;314;1165;724;441;31
2019;01;01;HOTEL;03;3 ESTRELLAS;CUSCO;080000;64;2517;5032;32,05;29,67;1,76;1,89;1,74;26238;4501;21737;46279;8528;37751;974
2019;01;01;HOTEL;03;3 ESTRELLAS;HUANCAVELICA;090000;2;65;108;7,44;5,23;1,14;1,15;1;153;150;3;175;172;3;18
2019;01;01;HOTEL;03;3 ESTRELLAS;HUÁNUCO;100000;13;531;968;14,03;10,93;1,71;1,7;2,43;1915;1885;30;3280;3207;73;154
2019;01;01;HOTEL;03;3 ESTRELLAS;ICA;110000;51;1877;3869;35,42;27,49;1,49;1,54;1,34;22176;16206;5970;32976;24947;8029;498
2019;01;01;HOTEL;03;3 ESTRELLAS;JUNÍN;120000;18;677;1318;16,16;10,88;1,45;1,4;3,24;3058;2976;82;4447;4181;266;190
2019;01;01;HOTEL;03;3 ESTRELLAS;LA LIBERTAD;130000;82;2362;4530;30,74;24,2;1,8;1,78;2,02;18909;17670;1239;33990;31483;2507;601
2019;01;01;HOTEL;03;3 ESTRELLAS;LAMBAYEQUE;140000;34;1181;2070;24,05;19,3;1,46;1,44;1,77;8458;7941;517;12382;11466;916;325
2019;01;01;HOTEL;03;3 ESTRELLAS;LIMA;150000;122;5690;10929;40,63;36,3;1,83;1,58;2,18;67341;39833;27508;122998;62965;60033;1828
2019;01;01;HOTEL;03;3 ESTRELLAS;LORETO;160000;24;765;1340;23,98;20,57;1,98;2,02;1,78;4324;3511;813;8544;7096;1448;271
2019;01;01;HOTEL;03;3 ESTRELLAS;MADRE DE DIOS;170000;3;136;248;37,48;33,71;1,62;2,06;1,17;1600;804;796;2592;1659;933;41
2019;01;01;HOTEL;03;3 ESTRELLAS;MOQUEGUA;180000;6;220;450;46,28;32,72;1,72;1,72;1,69;2660;2212;448;4564;3807;757;49
2019;01;01;HOTEL;03;3 ESTRELLAS;PASCO;190000;3;82;118;46,77;33,27;1,33;1,34;1;914;886;28;1217;1189;28;19
2019;01;01;HOTEL;03;3 ESTRELLAS;PIURA;200000;13;462;795;34,09;27,77;1,53;1,54;1,46;4462;3915;547;6844;6045;799;129
2019;01;01;HOTEL;03;3 ESTRELLAS;PUNO;210000;25;865;1667;23,03;21,12;1,5;1,46;1,52;7253;1770;5483;10912;2589;8323;247
2019;01;01;HOTEL;03;3 ESTRELLAS;SAN MARTÍN;220000;20;746;1335;42,77;37,02;2,33;2,32;2,63;6579;6324;255;15322;14652;670;224
2019;01;01;HOTEL;03;3 ESTRELLAS;TACNA;230000;15;643;1355;28,55;26,46;1,73;1,66;1,76;6438;2247;4191;11114;3723;7391;224
2019;01;01;HOTEL;03;3 ESTRELLAS;TUMBES;240000;6;181;401;51,97;64,12;2,57;2,48;3;3104;2583;521;7971;6406;1565;104
2019;01;01;HOTEL;03;3 ESTRELLAS;UCAYALI;250000;14;478;792;21,25;19,06;2,03;1,94;2,97;2302;2104;198;4679;4090;589;154
2019;01;01;HOTEL;04;4 ESTRELLAS;AREQUIPA;040000;7;323;615;37,14;28,92;2,01;2,14;1,91;2744;1208;1536;5513;2585;2928;161
2019;01;01;HOTEL;04;4 ESTRELLAS;CAJAMARCA;060000;4;214;368;30,69;28,39;1,94;1,92;2,09;1670;1439;231;3239;2756;483;194
2019;01;01;HOTEL;04;4 ESTRELLAS;CALLAO;070000;2;371;599;64,92;67,47;1,1;1,04;1,11;11391;1828;9563;12529;1895;10634;199
2019;01;01;HOTEL;04;4 ESTRELLAS;CUSCO;080000;13;1086;2059;45,84;44,17;1,89;1,75;1,91;14920;2217;12703;28194;3886;24308;685
2019;01;01;HOTEL;04;4 ESTRELLAS;HUÁNUCO;100000;1;52;90;35,11;28,14;2,1;1,99;2,81;373;320;53;785;636;149;25
2019;01;01;HOTEL;04;4 ESTRELLAS;ICA;110000;6;565;1256;48,49;50,89;1,72;1,85;1,39;11551;8149;3402;19816;15081;4735;373
2019;01;01;HOTEL;04;4 ESTRELLAS;JUNÍN;120000;1;40;66;5,97;7,14;1,26;1,29;1;116;105;11;146;135;11;7
2019;01;01;HOTEL;04;4 ESTRELLAS;LA LIBERTAD;130000;3;207;322;38,94;35,79;1,85;1,77;2,13;1927;1464;463;3573;2588;985;93
2019;01;01;HOTEL;04;4 ESTRELLAS;LAMBAYEQUE;140000;4;371;691;49,43;39,71;1,5;1,46;1,72;5669;4866;803;8507;7122;1385;345
2019;01;01;HOTEL;04;4 ESTRELLAS;LIMA;150000;38;3426;6142;50,84;41;2,11;1,59;2,38;37003;12778;24225;78059;20346;57713;2189
2019;01;01;HOTEL;04;4 ESTRELLAS;LORETO;160000;2;99;167;33,85;29,94;2,01;2,01;1,75;770;766;4;1550;1543;7;50
2019;01;01;HOTEL;04;4 ESTRELLAS;MOQUEGUA;180000;1;46;78;68,3;58,11;2,34;2,13;2,71;600;383;217;1405;816;589;25
2019;01;01;HOTEL;04;4 ESTRELLAS;PIURA;200000;2;182;363;46,4;37,41;2,03;1,98;2,23;2069;1624;445;4210;3217;993;130
2019;01;01;HOTEL;04;4 ESTRELLAS;PUNO;210000;7;447;848;25,85;25,2;1,6;1,83;1,56;4139;647;3492;6625;1183;5442;203
2019;01;01;HOTEL;04;4 ESTRELLAS;SAN MARTÍN;220000;1;50;108;17,1;13,35;1,61;1,56;2,33;278;260;18;447;405;42;23
2019;01;01;HOTEL;04;4 ESTRELLAS;TACNA;230000;1;150;300;48,82;47,81;1,84;1,61;1,92;2420;655;1765;4446;1052;3394;75
2019;01;01;HOTEL;04;4 ESTRELLAS;TUMBES;240000;5;261;545;52,58;55,34;2,46;2,5;2,25;3803;3147;656;9349;7874;1475;205
2019;01;01;HOTEL;04;4 ESTRELLAS;UCAYALI;250000;4;244;425;26,78;24,63;2,43;2,45;2,35;1333;1088;245;3245;2669;576;168
2019;01;01;HOTEL;05;5 ESTRELLAS;AREQUIPA;040000;3;178;320;35,97;30,58;1,73;1,59;1,77;1758;450;1308;3034;717;2317;94
2019;01;01;HOTEL;05;5 ESTRELLAS;CUSCO;080000;14;1246;2441;39,56;36,6;1,62;1,73;1,6;17128;2099;15029;27698;3633;24065;1419
2019;01;01;HOTEL;05;5 ESTRELLAS;ICA;110000;2;226;640;45,23;39,89;1,76;1,74;1,82;4497;3316;1181;7915;5766;2149;161
2019;01;01;HOTEL;05;5 ESTRELLAS;LA LIBERTAD;130000;2;267;534;49,57;41,47;2,26;2,17;2,6;3042;2434;608;6865;5283;1582;186
2019;01;01;HOTEL;05;5 ESTRELLAS;LIMA;150000;20;3657;6617;51,08;39,51;2,22;1,67;2,31;36543;5112;31431;81044;8521;72523;3888
2019;01;01;HOTEL;05;5 ESTRELLAS;LORETO;160000;1;60;80;54,09;77,74;2,08;2,18;1,85;928;637;291;1928;1390;538;36
2019;01;01;HOTEL;05;5 ESTRELLAS;PIURA;200000;1;83;143;62,42;57,75;2,11;1,8;2,8;1211;830;381;2560;1492;1068;52
2019;01;01;HOTEL;05;5 ESTRELLAS;PUNO;210000;1;123;229;21,64;21,21;1,69;1,47;1,74;893;173;720;1506;255;1251;79
2019;01;01;HOTEL;05;5 ESTRELLAS;UCAYALI;250000;2;162;297;25,31;18,81;1,83;1,86;1,57;944;865;79;1732;1608;124;72
2019;01;01;HOTEL;TT;TODAS CONSOLIDADAS;AMAZONAS;010000;36;914;1539;23,1;21,11;1,51;1,47;2,54;6677;6447;230;10069;9485;584;198
2019;01;01;HOTEL;TT;TODAS CONSOLIDADAS;ÁNCASH;020000;66;2184;3963;17,08;13,48;1,38;1,37;1,77;11956;11574;382;16558;15882;676;397
2019;01;01;HOTEL;TT;TODAS CONSOLIDADAS;APURÍMAC;030000;12;478;803;28,88;22,99;1,76;1,77;1,49;3252;3161;91;5724;5588;136;65
2019;01;01;HOTEL;TT;TODAS CONSOLIDADAS;AREQUIPA;040000;117;3695;6741;26,49;22,67;1,66;1,63;1,71;28578;18552;10026;47383;30194;17189;979
2019;01;01;HOTEL;TT;TODAS CONSOLIDADAS;AYACUCHO;050000;21;673;1182;19,24;18,42;1,68;1,68;1,55;4023;3831;192;6751;6454;297;157
2019;01;01;HOTEL;TT;TODAS CONSOLIDADAS;CAJAMARCA;060000;95;2942;5034;19,63;16,68;1,64;1,63;1,77;15895;15292;603;26033;24964;1069;699
2019;01;01;HOTEL;TT;TODAS CONSOLIDADAS;CALLAO;070000;4;487;811;54,89;54,47;1,12;1,13;1,12;12202;2325;9877;13694;2619;11075;230
2019;01;01;HOTEL;TT;TODAS CONSOLIDADAS;CUSCO;080000;141;6219;12087;33,72;31,53;1,75;1,79;1,74;67557;12018;55539;118148;21507;96641;3428
2019;01;01;HOTEL;TT;TODAS CONSOLIDADAS;HUANCAVELICA;090000;4;107;178;11,67;8,48;1,37;1,38;1,25;341;333;8;468;458;10;27
2019;01;01;HOTEL;TT;TODAS CONSOLIDADAS;HUÁNUCO;100000;61;2076;3395;25,65;21,78;1,29;1,29;1,78;17732;17545;187;22922;22590;332;426
2019;01;01;HOTEL;TT;TODAS CONSOLIDADAS;ICA;110000;117;4220;8495;34,48;29,97;1,47;1,49;1,4;53580;42565;11015;78932;63484;15448;1278
2019;01;01;HOTEL;TT;TODAS CONSOLIDADAS;LA LIBERTAD;130000;111;3403;6372;31,35;25,4;1,73;1,69;2,16;28957;26504;2453;50174;44865;5309;987
2019;01;01;HOTEL;TT;TODAS CONSOLIDADAS;LAMBAYEQUE;140000;101;3411;5704;23,73;20,05;1,36;1,34;1,66;26085;24377;1708;35450;32609;2841;961
2019;01;01;HOTEL;TT;TODAS CONSOLIDADAS;LIMA;150000;294;17658;32662;45,62;38,02;1,86;1,45;2,29;226003;114843;111161;420820;166258;254563;10533
2019;01;01;HOTEL;TT;TODAS CONSOLIDADAS;LORETO;160000;37;1184;2014;25,19;23,37;1,92;1,95;1,79;7615;6181;1434;14593;12029;2564;402
2019;01;01;HOTEL;TT;TODAS CONSOLIDADAS;MADRE DE DIOS;170000;10;417;764;26,92;21,61;1,34;1,39;1,2;3816;2891;925;5117;4011;1106;86
2019;01;01;HOTEL;TT;TODAS CONSOLIDADAS;MOQUEGUA;180000;15;502;950;43,36;32,47;1,79;1,76;1,93;5348;4399;949;9563;7727;1836;114
